27 162 3410
141 24 22 1.0
3 1 3 1.0
68 12 11 1.0
15 3 2 1.0
51 9 7 1.0
47 8 10 1.0
98 17 16 1.0
67 11 9 1.0
91 15 9 1.0
153 0 2 1.0
83 14 15 1.0
82 14 13 1.0
159 26 23 1.0
36 6 13 1.0
145 24 17 1.0
74 13 11 1.0
52 9 8 1.0
81 14 12 1.0
102 17 23 1.0
37 6 3 1.0
85 14 8 1.0
118 20 18 1.0
22 4 3 1.0
20 4 1 1.0
73 12 8 1.0
106 18 19 1.0
123 21 23 1.0
70 12 14 1.0
90 15 18 1.0
42 7 14 1.0
64 11 14 1.0
108 18 23 1.0
89 15 14 1.0
25 4 0 1.0
65 11 15 1.0
104 18 16 1.0
0 26 0 1.0
94 16 19 1.0
39 7 8 1.0
114 19 21 1.0
97 16 11 1.0
14 3 1 1.0
134 23 21 1.0
150 25 26 1.0
45 8 7 1.0
23 4 5 1.0
127 21 16 1.0
87 15 12 1.0
107 18 20 1.0
143 24 25 1.0
147 25 22 1.0
21 4 2 1.0
38 7 6 1.0
80 14 11 1.0
11 2 5 1.0
50 9 6 1.0
72 12 20 1.0
41 7 10 1.0
31 5 0 1.0
101 17 20 1.0
154 0 3 1.0
33 6 8 1.0
30 5 10 1.0
4 1 4 1.0
62 11 12 1.0
116 20 16 1.0
151 25 18 1.0
136 23 24 1.0
17 3 5 1.0
130 22 24 1.0
35 6 10 1.0
53 9 10 1.0
132 22 26 1.0
148 25 23 1.0
76 13 14 1.0
149 25 24 1.0
86 15 11 1.0
128 22 21 1.0
34 6 9 1.0
69 12 13 1.0
140 24 21 1.0
115 19 14 1.0
126 21 26 1.0
133 22 16 1.0
160 26 24 1.0
9 2 3 1.0
75 13 12 1.0
28 5 3 1.0
84 14 19 1.0
139 23 17 1.0
27 5 2 1.0
135 23 22 1.0
1 0 26 1.0
58 10 8 1.0
2 1 2 1.0
61 10 1 1.0
112 19 18 1.0
24 4 7 1.0
79 13 6 1.0
10 2 4 1.0
122 21 22 1.0
144 24 26 1.0
120 20 24 1.0
78 13 18 1.0
110 19 16 1.0
18 3 6 1.0
95 16 20 1.0
29 5 4 1.0
32 6 7 1.0
137 23 25 1.0
63 11 13 1.0
142 24 23 1.0
56 10 6 1.0
117 20 17 1.0
119 20 19 1.0
93 16 18 1.0
6 1 6 1.0
109 18 13 1.0
124 21 24 1.0
157 26 21 1.0
113 19 20 1.0
13 2 0 1.0
92 16 17 1.0
26 5 1 1.0
8 2 1 1.0
59 10 9 1.0
155 0 4 1.0
100 17 19 1.0
19 3 0 1.0
138 23 26 1.0
156 0 5 1.0
16 3 4 1.0
46 8 9 1.0
125 21 25 1.0
103 17 13 1.0
161 26 25 1.0
49 8 5 1.0
158 26 22 1.0
146 25 21 1.0
88 15 13 1.0
111 19 17 1.0
57 10 7 1.0
7 1 0 1.0
5 1 5 1.0
48 8 11 1.0
105 18 17 1.0
54 9 15 1.0
44 8 6 1.0
131 22 25 1.0
43 7 3 1.0
71 12 15 1.0
96 16 21 1.0
121 20 11 1.0
55 9 1 1.0
60 10 12 1.0
66 11 19 1.0
77 13 15 1.0
99 17 18 1.0
152 0 1 1.0
40 7 9 1.0
12 2 10 1.0
129 22 23 1.0
0 1 0 26 128 22 21 0.95
1 1 0 26 145 24 17 0.95
2 1 0 26 141 24 22 1.04
3 1 0 26 151 25 18 0.95
4 1 0 26 152 0 1 1.04
5 1 0 26 135 23 22 0.95
6 1 0 26 6 1 6 0.95
7 1 0 26 85 14 8 0.95
8 1 0 26 24 4 7 0.95
9 1 0 26 37 6 3 0.95
10 1 0 26 147 25 22 0.95
11 1 0 26 67 11 9 1.04
12 1 0 26 72 12 20 0.95
13 1 0 26 2 1 2 1.04
14 1 0 26 140 24 21 0.95
15 1 0 26 75 13 12 0.95
16 1 0 26 25 4 0 1.04
17 1 0 26 84 14 19 1.04
18 1 0 26 161 26 25 1.04
19 1 0 26 83 14 15 1.04
20 1 0 26 19 3 0 1.04
