100 800 74151
477 60 61 1.0
698 88 85 1.0
175 22 28 1.0
559 70 69 1.0
458 58 57 1.0
682 86 85 1.0
128 16 22 1.0
754 95 92 1.0
609 76 68 1.0
176 22 32 1.0
542 68 69 1.0
749 94 96 1.0
505 63 51 1.0
265 33 28 1.0
605 76 74 1.0
715 90 86 1.0
234 30 29 1.0
206 26 27 1.0
421 53 54 1.0
199 25 28 1.0
516 65 67 1.0
160 20 25 1.0
113 14 6 1.0
381 48 46 1.0
701 88 89 1.0
532 67 66 1.0
217 27 20 1.0
591 74 77 1.0
509 64 68 1.0
203 26 23 1.0
297 37 32 1.0
236 30 32 1.0
256 32 42 1.0
334 42 40 1.0
226 29 30 1.0
75 10 9 1.0
549 69 67 1.0
464 58 66 1.0
633 79 72 1.0
24 3 12 1.0
736 92 99 1.0
91 12 9 1.0
639 80 84 1.0
28 4 3 1.0
157 20 18 1.0
467 59 58 1.0
529 66 62 1.0
179 23 24 1.0
169 21 13 1.0
446 56 54 1.0
269 34 32 1.0
563 71 73 1.0
410 52 50 1.0
673 84 77 1.0
207 26 28 1.0
359 45 49 1.0
294 37 41 1.0
135 17 21 1.0
126 16 20 1.0
778 98 92 1.0
141 18 19 1.0
431 54 56 1.0
9 1 0 1.0
422 53 55 1.0
646 81 83 1.0
473 59 51 1.0
581 73 75 1.0
182 23 27 1.0
612 77 73 1.0
398 50 55 1.0
345 43 40 1.0
539 68 65 1.0
447 56 55 1.0
564 71 74 1.0
69 9 12 1.0
656 82 87 1.0
148 19 17 1.0
557 70 67 1.0
120 15 24 1.0
430 54 55 1.0
573 72 75 1.0
296 37 49 1.0
189 24 26 1.0
637 80 82 1.0
57 7 0 1.0
756 95 94 1.0
513 64 61 1.0
737 92 89 1.0
584 73 82 1.0
43 6 2 1.0
231 29 35 1.0
311 39 42 1.0
302 38 41 1.0
209 26 21 1.0
660 83 80 1.0
641 80 72 1.0
129 16 11 1.0
445 56 53 1.0
501 63 60 1.0
134 17 20 1.0
125 16 19 1.0
304 38 45 1.0
788 0 3 1.0
272 34 42 1.0
714 90 85 1.0
360 45 56 1.0
619 78 80 1.0
499 63 58 1.0
614 77 75 1.0
355 45 44 1.0
220 28 24 1.0
385 48 36 1.0
228 29 32 1.0
11 2 3 1.0
208 26 29 1.0
551 69 70 1.0
88 11 16 1.0
786 0 1 1.0
580 73 74 1.0
589 74 75 1.0
665 83 73 1.0
783 98 97 1.0
90 12 8 1.0
504 63 64 1.0
56 7 8 1.0
49 6 0 1.0
730 92 93 1.0
685 86 89 1.0
745 93 88 1.0
331 42 37 1.0
137 17 8 1.0
41 5 0 1.0
572 72 74 1.0
471 59 63 1.0
441 55 46 1.0
278 35 33 1.0
597 75 74 1.0
51 7 2 1.0
781 98 95 1.0
577 72 64 1.0
720 90 97 1.0
593 74 66 1.0
713 89 79 1.0
454 57 62 1.0
314 40 36 1.0
260 33 31 1.0
258 33 29 1.0
521 65 61 1.0
15 2 7 1.0
615 77 76 1.0
386 49 43 1.0
658 83 78 1.0
158 20 19 1.0
13 2 5 1.0
417 52 46 1.0
782 98 96 1.0
316 40 38 1.0
310 39 41 1.0
167 21 20 1.0
63 8 14 1.0
726 91 89 1.0
73 9 1 1.0
560 70 72 1.0
338 43 44 1.0
123 16 17 1.0
780 98 94 1.0
663 83 84 1.0
728 91 94 1.0
735 92 98 1.0
196 25 24 1.0
139 18 16 1.0
202 26 22 1.0
106 14 8 1.0
364 46 45 1.0
376 47 56 1.0
178 23 22 1.0
283 36 38 1.0
162 21 15 1.0
173 22 26 1.0
457 57 55 1.0
649 81 77 1.0
654 82 83 1.0
200 25 35 1.0
187 24 23 1.0
472 59 65 1.0
793 99 92 1.0
613 77 74 1.0
743 93 98 1.0
325 41 39 1.0
201 25 15 1.0
544 68 75 1.0
496 62 69 1.0
387 49 44 1.0
221 28 25 1.0
747 94 93 1.0
215 27 28 1.0
650 82 78 1.0
440 55 59 1.0
599 75 77 1.0
553 69 60 1.0
21 3 5 1.0
455 57 63 1.0
518 65 69 1.0
616 77 84 1.0
436 55 52 1.0
271 34 35 1.0
507 64 66 1.0
105 13 3 1.0
487 61 63 1.0
390 49 47 1.0
307 39 37 1.0
268 34 31 1.0
365 46 47 1.0
74 10 8 1.0
80 10 21 1.0
792 0 7 1.0
688 86 94 1.0
795 99 94 1.0
585 73 66 1.0
751 94 98 1.0
227 29 31 1.0
261 33 32 1.0
411 52 51 1.0
399 50 56 1.0
490 62 57 1.0
652 82 80 1.0
765 96 95 1.0
27 4 2 1.0
476 60 59 1.0
461 58 61 1.0
645 81 82 1.0
603 76 72 1.0
33 4 0 1.0
531 67 65 1.0
