98 882 79568
188 21 24 1.0
791 88 87 1.0
503 56 55 1.0
304 34 39 1.0
260 29 32 1.0
655 73 79 1.0
678 76 74 1.0
584 65 72 1.0
783 87 95 1.0
716 80 76 1.0
874 97 89 1.0
862 96 94 1.0
719 80 79 1.0
459 51 58 1.0
15 2 6 1.0
524 59 57 1.0
118 13 6 1.0
709 79 78 1.0
588 66 67 1.0
403 45 47 1.0
814 91 92 1.0
18 2 10 1.0
102 12 10 1.0
182 21 17 1.0
165 19 18 1.0
347 39 36 1.0
471 53 50 1.0
202 23 19 1.0
235 26 20 1.0
708 79 77 1.0
107 12 16 1.0
590 66 69 1.0
132 15 13 1.0
764 85 88 1.0
61 7 6 1.0
656 73 80 1.0
147 17 19 1.0
360 40 47 1.0
426 48 42 1.0
593 66 72 1.0
103 12 11 1.0
821 92 89 1.0
115 13 15 1.0
353 40 33 1.0
155 18 17 1.0
330 37 38 1.0
156 18 19 1.0
702 78 87 1.0
99 11 19 1.0
710 79 80 1.0
622 69 61 1.0
718 80 78 1.0
682 76 79 1.0
293 33 37 1.0
280 31 19 1.0
255 29 26 1.0
205 23 22 1.0
173 20 17 1.0
527 59 61 1.0
602 67 72 1.0
4 1 4 1.0
362 41 42 1.0
713 80 73 1.0
750 84 82 1.0
117 13 18 1.0
485 54 56 1.0
42 5 6 1.0
460 51 41 1.0
236 27 25 1.0
322 36 39 1.0
308 35 33 1.0
131 15 12 1.0
549 61 72 1.0
399 45 42 1.0
493 55 54 1.0
340 38 39 1.0
331 37 39 1.0
127 14 1 1.0
629 70 72 1.0
428 48 44 1.0
859 96 91 1.0
824 92 93 1.0
87 10 14 1.0
181 20 16 1.0
440 49 56 1.0
57 7 2 1.0
659 74 73 1.0
557 62 64 1.0
811 90 83 1.0
109 12 3 1.0
615 69 66 1.0
225 25 39 1.0
404 45 48 1.0
743 83 85 1.0
170 19 24 1.0
242 27 32 1.0
272 31 25 1.0
291 33 35 1.0
349 39 38 1.0
867 0 2 1.0
81 9 24 1.0
120 14 10 1.0
694 77 67 1.0
422 47 48 1.0
780 87 85 1.0
344 39 33 1.0
427 48 43 1.0
608 68 69 1.0
135 15 21 1.0
846 94 97 1.0
453 51 50 1.0
145 16 5 1.0
387 43 53 1.0
365 41 45 1.0
793 88 78 1.0
564 63 61 1.0
829 92 88 1.0
136 15 1 1.0
864 96 97 1.0
833 93 92 1.0
669 75 74 1.0
294 33 38 1.0
756 84 89 1.0
773 86 88 1.0
730 81 78 1.0
652 73 76 1.0
6 1 6 1.0
357 40 37 1.0
610 68 71 1.0
86 10 13 1.0
432 48 54 1.0
96 11 14 1.0
325 36 30 1.0
623 70 65 1.0
772 86 87 1.0
880 97 95 1.0
405 45 50 1.0
257 29 28 1.0
475 53 55 1.0
332 37 40 1.0
613 68 62 1.0
373 42 44 1.0
720 80 83 1.0
372 42 43 1.0
355 40 35 1.0
313 35 39 1.0
266 30 28 1.0
389 44 41 1.0
32 4 5 1.0
684 76 88 1.0
848 95 89 1.0
80 9 16 1.0
875 97 90 1.0
246 28 26 1.0
633 71 66 1.0
231 26 30 1.0
552 62 58 1.0
354 40 34 1.0
596 67 65 1.0
19 2 0 1.0
187 21 23 1.0
748 83 74 1.0
687 77 74 1.0
207 23 30 1.0
565 63 62 1.0
537 60 62 1.0
617 69 68 1.0
316 35 27 1.0
93 11 10 1.0
