92 920 77049
242 25 19 1.0
39 4 9 1.0
203 21 20 1.0
303 31 29 1.0
68 7 8 1.0
410 41 53 1.0
663 67 65 1.0
19 2 9 1.0
621 62 47 1.0
612 62 55 1.0
21 2 0 1.0
370 37 54 1.0
855 86 85 1.0
535 54 49 1.0
339 34 36 1.0
350 35 44 1.0
558 56 62 1.0
529 53 54 1.0
791 79 66 1.0
327 33 34 1.0
444 45 39 1.0
858 86 89 1.0
781 78 70 1.0
906 0 5 1.0
579 58 63 1.0
885 89 85 1.0
497 50 52 1.0
879 88 90 1.0
543 55 57 1.0
580 58 65 1.0
504 51 48 1.0
770 77 90 1.0
572 58 55 1.0
79 8 9 1.0
330 33 40 1.0
4 1 4 1.0
263 27 20 1.0
175 18 13 1.0
688 69 71 1.0
576 58 60 1.0
837 84 88 1.0
215 22 23 1.0
244 25 21 1.0
653 66 65 1.0
222 23 19 1.0
525 53 49 1.0
486 49 51 1.0
366 37 42 1.0
717 72 69 1.0
133 14 11 1.0
130 13 27 1.0
11 1 0 1.0
180 18 24 1.0
549 55 63 1.0
706 71 68 1.0
792 80 73 1.0
479 48 54 1.0
313 32 29 1.0
389 39 45 1.0
7 1 7 1.0
381 38 34 1.0
642 65 64 1.0
567 57 61 1.0
262 27 19 1.0
739 74 81 1.0
6 1 6 1.0
539 54 53 1.0
449 45 44 1.0
301 30 26 1.0
22 3 1 1.0
353 36 29 1.0
495 50 49 1.0
568 57 62 1.0
91 9 0 1.0
289 29 36 1.0
505 51 49 1.0
755 76 77 1.0
805 81 76 1.0
2 1 2 1.0
647 65 70 1.0
613 62 56 1.0
225 23 22 1.0
546 55 60 1.0
434 44 39 1.0
217 22 25 1.0
255 26 22 1.0
212 22 19 1.0
683 69 65 1.0
845 85 86 1.0
0 91 0 1.0
41 4 0 1.0
496 50 51 1.0
802 81 73 1.0
345 35 31 1.0
308 31 35 1.0
43 5 2 1.0
607 61 60 1.0
391 39 28 1.0
363 37 39 1.0
147 15 16 1.0
561 56 48 1.0
270 27 33 1.0
288 29 35 1.0
336 34 32 1.0
