74 518 34824
331 48 43 1.0
282 41 37 1.0
231 33 37 1.0
7 1 7 1.0
69 10 12 1.0
452 65 63 1.0
153 22 24 1.0
350 50 58 1.0
377 54 53 1.0
481 69 71 1.0
494 71 69 1.0
326 47 45 1.0
84 12 15 1.0
295 42 32 1.0
221 32 34 1.0
235 34 33 1.0
441 63 71 1.0
321 46 48 1.0
150 22 20 1.0
257 37 41 1.0
348 50 53 1.0
138 20 23 1.0
306 44 47 1.0
114 17 13 1.0
305 44 46 1.0
37 6 1 1.0
33 5 4 1.0
483 69 73 1.0
410 59 57 1.0
262 38 39 1.0
387 56 55 1.0
127 18 9 1.0
246 35 25 1.0
11 2 4 1.0
283 41 38 1.0
517 73 72 1.0
428 61 57 1.0
192 28 26 1.0
468 67 72 1.0
272 39 42 1.0
197 28 23 1.0
323 46 41 1.0
314 45 48 1.0
4 1 4 1.0
111 16 18 1.0
223 32 36 1.0
339 49 51 1.0
139 20 24 1.0
289 42 37 1.0
302 43 37 1.0
38 6 2 1.0
230 33 36 1.0
110 16 17 1.0
449 64 57 1.0
60 9 10 1.0
364 52 60 1.0
513 73 68 1.0
268 39 37 1.0
212 31 32 1.0
5 1 5 1.0
159 23 22 1.0
248 36 32 1.0
56 8 18 1.0
368 53 51 1.0
446 64 65 1.0
256 37 40 1.0
133 19 28 1.0
312 45 46 1.0
336 48 51 1.0
399 57 65 1.0
403 58 57 1.0
241 35 32 1.0
96 14 17 1.0
407 58 50 1.0
126 18 21 1.0
95 14 16 1.0
349 50 54 1.0
463 66 60 1.0
9 2 1 1.0
265 38 42 1.0
434 62 69 1.0
182 26 32 1.0
299 43 47 1.0
162 23 16 1.0
233 34 31 1.0
23 4 1 1.0
320 46 47 1.0
287 41 44 1.0
495 71 70 1.0
124 18 16 1.0
81 12 9 1.0
135 20 19 1.0
208 30 28 1.0
261 38 37 1.0
187 27 29 1.0
443 64 61 1.0
87 13 15 1.0
412 59 60 1.0
477 68 65 1.0
2 1 2 1.0
216 31 36 1.0
31 5 2 1.0
149 22 19 1.0
292 42 40 1.0
142 21 19 1.0
329 47 49 1.0
86 13 14 1.0
173 25 29 1.0
464 67 68 1.0
214 31 34 1.0
244 35 36 1.0
211 30 20 1.0
119 17 24 1.0
75 11 10 1.0
143 21 20 1.0
444 64 62 1.0
188 27 30 1.0
271 39 41 1.0
315 45 52 1.0
480 69 70 1.0
422 61 62 1.0
310 45 43 1.0
390 56 59 1.0
145 21 23 1.0
279 40 42 1.0
106 15 12 1.0
30 5 1 1.0
378 54 58 1.0
280 40 44 1.0
181 26 30 1.0
372 53 44 1.0
190 27 19 1.0
90 13 18 1.0
44 7 8 1.0
334 48 46 1.0
88 13 16 1.0
338 49 50 1.0
373 54 49 1.0
253 36 29 1.0
53 8 10 1.0
429 62 61 1.0
40 6 4 1.0
462 66 67 1.0
391 56 60 1.0
21 3 12 1.0
17 3 2 1.0
460 66 64 1.0
20 3 6 1.0
397 57 59 1.0
165 24 21 1.0
83 12 11 1.0
445 64 63 1.0
358 51 46 1.0
141 20 16 1.0
437 63 62 1.0
369 53 52 1.0
220 32 33 1.0
512 73 67 1.0
97 14 18 1.0
70 10 18 1.0
386 55 50 1.0
425 61 65 1.0
340 49 52 1.0
453 65 64 1.0
448 64 71 1.0
455 65 71 1.0
346 50 51 1.0
108 16 14 1.0
29 4 0 1.0
243 35 34 1.0
440 63 66 1.0
484 69 63 1.0
451 65 62 1.0
82 12 10 1.0
254 37 38 1.0
204 29 24 1.0
43 6 0 1.0
427 61 70 1.0
164 24 20 1.0
264 38 41 1.0
276 40 38 1.0
383 55 59 1.0
102 15 16 1.0
297 43 45 1.0
57 8 3 1.0
457 66 61 1.0
0 73 0 1.0
479 69 68 1.0
238 34 38 1.0
183 26 22 1.0
395 57 56 1.0
496 71 72 1.0
152 22 23 1.0
423 61 63 1.0
260 37 36 1.0
450 65 61 1.0
430 62 63 1.0
311 45 44 1.0
172 25 28 1.0
148 21 14 1.0
411 59 58 1.0
103 15 17 1.0
509 0 4 1.0
101 15 14 1.0
213 31 33 1.0
351 50 46 1.0
436 63 61 1.0
319 46 45 1.0
420 60 61 1.0
489 70 72 1.0
191 28 25 1.0
157 23 20 1.0
45 7 9 1.0
492 71 67 1.0
194 28 29 1.0
35 5 10 1.0
180 26 29 1.0
80 12 8 1.0
155 22 15 1.0
285 41 40 1.0
85 12 6 1.0
458 66 62 1.0
47 7 11 1.0
308 44 50 1.0
354 51 52 1.0
499 72 67 1.0
255 37 39 1.0
205 30 25 1.0
415 60 55 1.0
344 49 43 1.0
105 15 19 1.0
107 16 13 1.0
400 57 50 1.0
14 2 8 1.0
144 21 22 1.0
249 36 33 1.0
414 59 50 1.0
122 18 14 1.0
24 4 2 1.0
275 40 37 1.0
465 67 69 1.0
169 24 17 1.0
51 8 7 1.0
327 47 46 1.0
267 38 31 1.0
342 49 54 1.0
250 36 34 1.0
263 38 40 1.0
505 72 66 1.0
273 39 48 1.0
382 55 58 1.0
117 17 16 1.0
236 34 35 1.0
98 14 22 1.0
433 62 66 1.0
186 27 28 1.0
469 67 73 1.0
353 51 50 1.0
506 0 1 1.0
89 13 17 1.0
196 28 34 1.0
490 70 73 1.0
359 52 49 1.0
301 43 52 1.0
67 10 9 1.0
476 68 73 1.0
416 60 56 1.0
503 72 71 1.0
128 19 20 1.0
215 31 35 1.0
439 63 65 1.0
408 59 55 1.0
234 34 32 1.0
497 71 73 1.0
245 35 41 1.0
294 42 46 1.0
54 8 11 1.0
177 26 25 1.0
28 4 12 1.0
151 22 21 1.0
486 70 68 1.0
502 72 70 1.0
219 32 31 1.0
288 41 34 1.0
278 40 41 1.0
375 54 51 1.0
15 2 0 1.0
426 61 66 1.0
421 60 52 1.0
401 58 55 1.0
318 46 44 1.0
41 6 5 1.0
112 16 24 1.0
470 67 66 1.0
418 60 58 1.0
66 10 8 1.0
198 29 25 1.0
332 48 44 1.0
392 56 65 1.0
207 30 27 1.0
409 59 56 1.0
1 0 73 1.0
482 69 72 1.0
413 59 61 1.0
404 58 59 1.0
228 33 34 1.0
73 11 8 1.0
225 32 25 1.0
270 39 40 1.0
109 16 15 1.0
461 66 65 1.0
55 8 12 1.0
