82 738 54800
719 80 79 1.0
684 76 81 1.0
109 12 3 1.0
653 73 77 1.0
74 9 10 1.0
265 30 27 1.0
448 50 55 1.0
33 4 6 1.0
476 53 56 1.0
297 33 46 1.0
625 70 67 1.0
129 15 10 1.0
576 64 71 1.0
254 29 25 1.0
467 52 56 1.0
463 52 51 1.0
256 29 27 1.0
647 72 71 1.0
277 31 30 1.0
593 66 72 1.0
339 38 37 1.0
717 80 77 1.0
471 53 50 1.0
394 44 47 1.0
222 25 30 1.0
66 8 2 1.0
100 11 3 1.0
624 70 66 1.0
507 57 59 1.0
182 21 17 1.0
332 37 40 1.0
513 57 71 1.0
390 44 42 1.0
5 1 5 1.0
714 80 74 1.0
118 13 6 1.0
245 28 25 1.0
410 46 44 1.0
175 20 19 1.0
646 72 70 1.0
216 24 30 1.0
283 32 27 1.0
221 25 29 1.0
134 15 16 1.0
460 51 41 1.0
393 44 46 1.0
314 35 40 1.0
388 43 33 1.0
69 8 5 1.0
444 50 51 1.0
84 10 11 1.0
111 13 10 1.0
316 35 27 1.0
223 25 31 1.0
586 65 59 1.0
627 70 69 1.0
619 69 71 1.0
158 18 21 1.0
89 10 16 1.0
493 55 54 1.0
662 74 77 1.0
92 11 9 1.0
723 0 2 1.0
31 4 3 1.0
127 14 1 1.0
86 10 13 1.0
91 10 2 1.0
430 48 46 1.0
698 78 76 1.0
59 7 4 1.0
395 44 48 1.0
319 36 35 1.0
145 16 5 1.0
197 22 24 1.0
143 16 15 1.0
263 30 25 1.0
24 3 6 1.0
179 20 24 1.0
55 6 0 1.0
600 67 70 1.0
643 72 67 1.0
267 30 29 1.0
417 47 42 1.0
414 46 55 1.0
656 73 80 1.0
421 47 46 1.0
657 73 81 1.0
180 20 31 1.0
149 17 21 1.0
291 33 35 1.0
650 73 74 1.0
369 41 56 1.0
596 67 65 1.0
41 5 4 1.0
539 60 64 1.0
681 76 78 1.0
654 73 78 1.0
413 46 48 1.0
306 34 42 1.0
219 25 27 1.0
707 79 76 1.0
407 46 41 1.0
335 38 33 1.0
116 13 16 1.0
244 27 22 1.0
618 69 70 1.0
406 45 34 1.0
556 62 63 1.0
483 54 53 1.0
472 53 51 1.0
705 79 74 1.0
443 50 49 1.0
264 30 26 1.0
597 67 66 1.0
125 14 16 1.0
497 56 49 1.0
27 3 14 1.0
241 27 31 1.0
342 38 43 1.0
195 22 21 1.0
554 62 60 1.0
386 43 48 1.0
466 52 55 1.0
261 29 34 1.0
65 8 1 1.0
533 60 57 1.0
285 32 29 1.0
408 46 42 1.0
722 0 1 1.0
205 23 22 1.0
113 13 12 1.0
215 24 23 1.0
637 71 70 1.0
587 66 65 1.0
63 7 12 1.0
303 34 38 1.0
88 10 15 1.0
217 24 13 1.0
270 30 33 1.0
225 25 39 1.0
373 42 44 1.0
304 34 39 1.0
574 64 62 1.0
451 50 46 1.0
260 29 32 1.0
249 28 30 1.0
570 64 58 1.0
391 44 43 1.0
96 11 14 1.0
431 48 47 1.0
610 68 71 1.0
685 76 68 1.0
679 76 75 1.0
439 49 55 1.0
347 39 36 1.0
498 56 50 1.0
286 32 30 1.0
220 25 28 1.0
236 27 25 1.0
452 51 49 1.0
730 81 73 1.0
496 55 45 1.0
345 39 34 1.0
21 3 2 1.0
375 42 46 1.0
416 47 41 1.0
399 45 42 1.0
595 66 57 1.0
424 47 36 1.0
268 30 31 1.0
639 71 75 1.0
735 81 78 1.0
247 28 27 1.0
489 55 50 1.0
695 78 73 1.0
181 20 16 1.0
36 4 13 1.0
727 0 6 1.0
208 23 16 1.0
557 62 64 1.0
90 10 24 1.0
652 73 76 1.0
385 43 47 1.0
203 23 20 1.0
382 43 44 1.0
119 14 9 1.0
425 48 41 1.0
353 40 33 1.0
571 64 59 1.0
453 51 50 1.0
77 9 13 1.0
528 59 62 1.0
676 75 65 1.0
131 15 12 1.0
364 41 44 1.0
665 74 80 1.0
663 74 78 1.0
148 17 20 1.0
275 31 28 1.0
178 20 23 1.0
423 47 49 1.0
456 51 54 1.0
