86 602 47676
268 39 37 1.0
39 6 3 1.0
539 77 84 1.0
535 77 74 1.0
263 38 40 1.0
131 19 23 1.0
35 5 10 1.0
466 67 70 1.0
382 55 58 1.0
408 59 55 1.0
322 46 52 1.0
557 80 82 1.0
33 5 4 1.0
326 47 45 1.0
525 75 84 1.0
437 63 62 1.0
100 15 13 1.0
48 7 12 1.0
528 76 74 1.0
133 19 28 1.0
233 34 31 1.0
404 58 59 1.0
507 73 75 1.0
505 72 66 1.0
397 57 59 1.0
269 39 38 1.0
325 47 44 1.0
428 61 57 1.0
533 76 68 1.0
127 18 9 1.0
276 40 38 1.0
314 45 48 1.0
579 83 82 1.0
151 22 21 1.0
101 15 14 1.0
446 64 65 1.0
334 48 46 1.0
10 2 3 1.0
517 74 78 1.0
68 10 11 1.0
500 72 68 1.0
530 76 77 1.0
552 79 84 1.0
115 17 14 1.0
254 37 38 1.0
231 33 37 1.0
224 32 38 1.0
240 35 31 1.0
494 71 69 1.0
509 73 77 1.0
226 33 31 1.0
398 57 60 1.0
335 48 47 1.0
317 46 43 1.0
155 22 15 1.0
65 10 7 1.0
444 64 62 1.0
550 79 82 1.0
347 50 52 1.0
118 17 18 1.0
480 69 70 1.0
156 23 19 1.0
475 68 72 1.0
24 4 2 1.0
376 54 52 1.0
129 19 21 1.0
459 66 63 1.0
348 50 53 1.0
27 4 6 1.0
447 64 66 1.0
80 12 8 1.0
219 32 31 1.0
329 47 49 1.0
147 21 27 1.0
515 74 76 1.0
25 4 3 1.0
222 32 35 1.0
412 59 60 1.0
441 63 71 1.0
237 34 36 1.0
440 63 66 1.0
551 79 83 1.0
16 3 1 1.0
19 3 5 1.0
584 84 80 1.0
26 4 5 1.0
159 23 22 1.0
578 83 81 1.0
49 7 18 1.0
511 73 80 1.0
569 82 79 1.0
137 20 22 1.0
463 66 60 1.0
194 28 29 1.0
175 25 35 1.0
581 83 85 1.0
168 24 29 1.0
23 4 1 1.0
293 42 41 1.0
454 65 66 1.0
377 54 53 1.0
386 55 50 1.0
470 67 66 1.0
225 32 25 1.0
492 71 67 1.0
587 84 83 1.0
15 2 0 1.0
542 78 74 1.0
190 27 19 1.0
394 57 55 1.0
482 69 72 1.0
383 55 59 1.0
121 18 13 1.0
232 33 28 1.0
506 73 74 1.0
264 38 41 1.0
249 36 33 1.0
487 70 69 1.0
181 26 30 1.0
546 78 81 1.0
109 16 15 1.0
529 76 75 1.0
564 81 82 1.0
295 42 32 1.0
187 27 29 1.0
429 62 61 1.0
189 27 33 1.0
467 67 71 1.0
20 3 6 1.0
4 1 4 1.0
575 82 78 1.0
83 12 11 1.0
361 52 51 1.0
417 60 57 1.0
565 81 83 1.0
210 30 34 1.0
255 37 39 1.0
400 57 50 1.0
283 41 38 1.0
364 52 60 1.0
514 74 75 1.0
331 48 43 1.0
362 52 53 1.0
38 6 2 1.0
203 29 35 1.0
591 0 2 1.0
577 83 80 1.0
301 43 52 1.0
141 20 16 1.0
359 52 49 1.0
290 42 38 1.0
32 5 3 1.0
267 38 31 1.0
102 15 16 1.0
22 3 0 1.0
519 74 72 1.0
338 49 50 1.0
306 44 47 1.0
258 37 42 1.0
337 48 38 1.0
292 42 40 1.0
594 0 5 1.0
600 85 83 1.0
464 67 68 1.0
230 33 36 1.0
34 5 6 1.0
576 83 79 1.0
411 59 58 1.0
170 25 26 1.0
9 2 1 1.0
72 11 7 1.0
74 11 9 1.0
69 10 12 1.0
336 48 51 1.0
585 84 81 1.0
549 79 81 1.0
307 44 48 1.0
374 54 50 1.0
148 21 14 1.0
260 37 36 1.0
158 23 21 1.0
328 47 48 1.0
312 45 46 1.0
344 49 43 1.0
308 44 50 1.0
485 70 67 1.0
488 70 71 1.0
119 17 24 1.0
537 77 76 1.0
279 40 42 1.0
371 53 58 1.0
99 14 11 1.0
84 12 15 1.0
266 38 45 1.0
391 56 60 1.0
497 71 74 1.0
559 80 84 1.0
236 34 35 1.0
252 36 39 1.0
586 84 82 1.0
227 33 32 1.0
513 74 73 1.0
298 43 46 1.0
104 15 18 1.0
289 42 37 1.0
510 73 78 1.0
196 28 34 1.0
122 18 14 1.0
185 27 26 1.0
167 24 23 1.0
471 68 67 1.0
47 7 11 1.0
370 53 54 1.0
536 77 75 1.0
86 13 14 1.0
62 9 12 1.0
