32 192 4985
28 5 3 1.0
43 7 3 1.0
108 18 23 1.0
148 25 23 1.0
97 16 11 1.0
85 14 8 1.0
145 24 17 1.0
104 18 16 1.0
125 21 25 1.0
186 0 5 1.0
67 11 9 1.0
183 0 2 1.0
115 19 14 1.0
76 13 14 1.0
190 31 29 1.0
83 14 15 1.0
72 12 20 1.0
159 27 28 1.0
16 3 4 1.0
73 12 8 1.0
12 2 10 1.0
121 20 11 1.0
29 5 4 1.0
131 22 25 1.0
139 23 17 1.0
21 4 2 1.0
127 21 16 1.0
119 20 19 1.0
22 4 3 1.0
25 4 0 1.0
140 24 21 1.0
92 16 17 1.0
44 8 6 1.0
113 19 20 1.0
7 1 0 1.0
168 28 31 1.0
184 0 3 1.0
35 6 10 1.0
90 15 18 1.0
134 23 21 1.0
55 9 1 1.0
173 29 30 1.0
137 23 25 1.0
171 29 27 1.0
166 28 29 1.0
176 30 26 1.0
174 29 31 1.0
58 10 8 1.0
116 20 16 1.0
86 15 11 1.0
31 5 0 1.0
51 9 7 1.0
47 8 10 1.0
93 16 18 1.0
57 10 7 1.0
156 26 31 1.0
8 2 1 1.0
14 3 1 1.0
52 9 8 1.0
4 1 4 1.0
160 27 29 1.0
155 26 30 1.0
56 10 6 1.0
79 13 6 1.0
141 24 22 1.0
158 27 26 1.0
17 3 5 1.0
33 6 8 1.0
10 2 4 1.0
170 29 26 1.0
130 22 24 1.0
34 6 9 1.0
101 17 20 1.0
142 24 23 1.0
2 1 2 1.0
49 8 5 1.0
180 30 31 1.0
143 24 25 1.0
111 19 17 1.0
96 16 21 1.0
110 19 16 1.0
117 20 17 1.0
80 14 11 1.0
151 25 18 1.0
30 5 10 1.0
154 26 29 1.0
61 10 1 1.0
132 22 26 1.0
60 10 12 1.0
144 24 30 1.0
18 3 6 1.0
179 30 29 1.0
102 17 23 1.0
42 7 14 1.0
77 13 15 1.0
152 26 27 1.0
106 18 19 1.0
167 28 30 1.0
153 26 28 1.0
149 25 24 1.0
81 14 12 1.0
0 31 0 1.0
105 18 17 1.0
23 4 5 1.0
13 2 0 1.0
41 7 10 1.0
20 4 1 1.0
188 31 27 1.0
181 30 23 1.0
123 21 23 1.0
185 0 4 1.0
69 12 13 1.0
98 17 16 1.0
135 23 22 1.0
109 18 13 1.0
128 22 21 1.0
84 14 19 1.0
114 19 21 1.0
126 21 26 1.0
36 6 13 1.0
89 15 14 1.0
164 28 26 1.0
182 0 1 1.0
6 1 6 1.0
87 15 12 1.0
24 4 7 1.0
118 20 18 1.0
162 27 31 1.0
9 2 3 1.0
91 15 9 1.0
19 3 0 1.0
191 31 30 1.0
68 12 11 1.0
50 9 6 1.0
177 30 27 1.0
147 25 22 1.0
88 15 13 1.0
59 10 9 1.0
94 16 19 1.0
136 23 24 1.0
40 7 9 1.0
146 25 21 1.0
189 31 28 1.0
48 8 11 1.0
100 17 19 1.0
65 11 15 1.0
78 13 18 1.0
122 21 22 1.0
74 13 11 1.0
11 2 5 1.0
37 6 3 1.0
124 21 24 1.0
38 7 6 1.0
172 29 28 1.0
53 9 10 1.0
129 22 23 1.0
71 12 15 1.0
95 16 20 1.0
1 0 31 1.0
63 11 13 1.0
54 9 15 1.0
178 30 28 1.0
64 11 14 1.0
175 29 23 1.0
46 8 9 1.0
3 1 3 1.0
15 3 2 1.0
107 18 20 1.0
82 14 13 1.0
187 31 26 1.0
70 12 14 1.0
161 27 30 1.0
133 22 16 1.0
66 11 19 1.0
103 17 13 1.0
75 13 12 1.0
27 5 2 1.0
45 8 7 1.0
163 27 22 1.0
120 20 24 1.0
99 17 18 1.0
5 1 5 1.0
157 26 23 1.0
39 7 8 1.0
165 28 27 1.0
62 11 12 1.0
26 5 1 1.0
32 6 7 1.0
169 28 22 1.0
150 25 28 1.0
112 19 18 1.0
138 23 29 1.0
0 1 0 31 44 8 6 1.04
1 1 0 31 21 4 2 0.95
2 1 0 31 54 9 15 1.04
3 1 0 31 174 29 31 0.95
4 1 0 31 52 9 8 0.95
5 1 0 31 161 27 30 1.04
6 1 0 31 95 16 20 1.04
7 1 0 31 167 28 30 0.95
8 1 0 31 91 15 9 1.04
9 1 0 31 138 23 29 1.04
10 1 0 31 71 12 15 1.04
11 1 0 31 143 24 25 1.04
12 1 0 31 151 25 18 0.95
13 1 0 31 105 18 17 1.04
14 1 0 31 79 13 6 0.95
15 1 0 31 6 1 6 1.04
16 1 0 31 178 30 28 0.95
17 1 0 31 15 3 2 0.95
18 1 0 31 11 2 5 0.95
19 1 0 31 152 26 27 0.95
20 1 0 31 63 11 13 1.04
21 1 0 31 189 31 28 0.95
22 1 0 31 113 19 20 1.04
23 1 0 31 130 22 24 0.95
24 1 0 31 89 15 14 0.95
25 1 0 31 10 2 4 0.95
26 1 0 31 0 31 0 1.04
27 1 0 31 159 27 28 0.95
28 1 0 31 93 16 18 1.04
29 1 0 31 40 7 9 0.95
30 1 0 31 170 29 26 0.95
31 1 0 31 168 28 31 1.04
32 1 0 31 8 2 1 0.95
33 1 0 31 139 23 17 1.04
34 1 0 31 112 19 18 0.95
35 1 0 31 100 17 19 1.04
36 1 0 31 136 23 24 0.95
37 1 0 31 98 17 16 0.95
38 1 0 31 85 14 8 1.04
39 1 0 31 84 14 19 1.04
40 1 0 31 142 24 23 0.95
41 1 0 31 53 9 10 1.04
42 1 0 31 147 25 22 0.95
43 1 0 31 106 18 19 0.95
44 1 0 31 107 18 20 0.95
45 1 0 31 97 16 11 1.04
46 1 0 31 20 4 1 1.04
47 1 0 31 157 26 23 1.04
48 1 0 31 116 20 16 0.95
49 1 0 31 19 3 0 1.04
50 1 0 31 35 6 10 0.95
51 1 0 31 7 1 0 1.04
52 1 0 31 56 10 6 1.04
53 1 0 31 181 30 23 0.95
54 1 0 31 81 14 12 1.04
55 1 0 31 124 21 24 1.04
56 1 0 31 179 30 29 1.04
57 1 0 31 27 5 2 0.95
58 1 0 31 25 4 0 1.04
59 1 0 31 191 31 30 0.95
60 1 0 31 109 18 13 0.95
61 1 0 31 165 28 27 0.95
62 1 0 31 82 14 13 1.04
63 1 0 31 73 12 8 1.04
64 1 0 31 114 19 21 0.95
65 1 0 31 55 9 1 1.04
66 1 0 31 48 8 11 0.95
67 1 0 31 36 6 13 1.04
68 1 0 31 47 8 10 1.04
69 1 0 31 183 0 2 1.04
70 1 0 31 128 22 21 0.95
71 1 0 31 5 1 5 0.95
72 1 0 31 74 13 11 1.04
73 1 0 31 58 10 8 0.95
74 1 0 31 16 3 4 1.04
75 1 0 31 123 21 23 0.95
76 1 0 31 133 22 16 1.04
77 1 0 31 49 8 5 1.04
78 1 0 31 28 5 3 0.95
79 1 0 31 78 13 18 1.04
80 1 0 31 121 20 11 0.95
81 1 0 31 135 23 22 1.04
82 1 0 31 101 17 20 1.04
83 1 0 31 90 15 18 0.95
84 1 0 31 129 22 23 1.04
85 1 0 31 65 11 15 0.95
86 1 0 31 23 4 5 1.04
87 1 0 31 75 13 12 0.95
88 1 0 31 141 24 22 0.95
89 1 0 31 176 30 26 1.04
90 1 0 31 41 7 10 0.95
91 1 0 31 94 16 19 1.04
92 1 0 31 122 21 22 0.95
93 1 0 31 66 11 19 1.04
94 1 0 31 103 17 13 1.04
95 1 0 31 164 28 26 0.95
96 1 0 31 102 17 23 0.95
97 182 0 1 105 18 17 0.95
98 182 0 1 154 26 29 0.95
99 182 0 1 146 25 21 1.04
100 182 0 1 120 20 24 0.95
101 182 0 1 38 7 6 0.95
102 182 0 1 106 18 19 1.04
103 182 0 1 42 7 14 0.95
104 182 0 1 73 12 8 0.95
105 182 0 1 127 21 16 1.04
106 182 0 1 135 23 22 0.95
107 182 0 1 92 16 17 1.04
108 182 0 1 119 20 19 1.04
109 182 0 1 191 31 30 1.04
110 182 0 1 130 22 24 0.95
111 182 0 1 76 13 14 1.04
112 182 0 1 181 30 23 0.95
113 182 0 1 175 29 23 0.95
114 182 0 1 116 20 16 1.04
115 182 0 1 179 30 29 0.95
116 182 0 1 55 9 1 1.04
117 182 0 1 149 25 24 1.04
118 182 0 1 69 12 13 1.04
119 182 0 1 151 25 18 0.95
120 182 0 1 13 2 0 1.04
121 182 0 1 95 16 20 1.04
122 182 0 1 87 15 12 0.95
123 182 0 1 54 9 15 1.04
124 182 0 1 35 6 10 0.95
125 182 0 1 22 4 3 0.95
126 182 0 1 18 3 6 1.04
127 182 0 1 28 5 3 1.04
128 182 0 1 17 3 5 1.04
129 182 0 1 98 17 16 0.95
130 182 0 1 133 22 16 1.04
131 182 0 1 9 2 3 0.95
132 182 0 1 177 30 27 1.04
133 182 0 1 160 27 29 1.04
134 182 0 1 47 8 10 0.95
135 182 0 1 143 24 25 0.95
136 182 0 1 83 14 15 1.04
137 182 0 1 121 20 11 1.04
138 182 0 1 93 16 18 1.04
139 182 0 1 165 28 27 1.04
140 182 0 1 113 19 20 1.04
141 182 0 1 169 28 22 0.95
142 182 0 1 166 28 29 0.95
143 182 0 1 159 27 28 1.04
144 182 0 1 63 11 13 0.95
145 182 0 1 4 1 4 0.95
146 182 0 1 45 8 7 0.95
147 182 0 1 128 22 21 0.95
148 182 0 1 12 2 10 0.95
149 182 0 1 67 11 9 0.95
150 182 0 1 124 21 24 1.04
151 182 0 1 189 31 28 1.04
152 182 0 1 107 18 20 0.95
153 182 0 1 41 7 10 0.95
154 182 0 1 60 10 12 0.95
155 182 0 1 126 21 26 0.95
156 182 0 1 111 19 17 0.95
157 182 0 1 173 29 30 1.04
158 182 0 1 187 31 26 0.95
159 182 0 1 164 28 26 0.95
160 182 0 1 110 19 16 1.04
161 182 0 1 104 18 16 0.95
162 182 0 1 51 9 7 0.95
163 182 0 1 112 19 18 0.95
164 182 0 1 156 26 31 0.95
165 182 0 1 33 6 8 0.95
166 182 0 1 114 19 21 1.04
167 182 0 1 7 1 0 1.04
168 182 0 1 178 30 28 0.95
169 182 0 1 90 15 18 0.95
170 182 0 1 180 30 31 1.04
171 182 0 1 40 7 9 1.04
172 182 0 1 138 23 29 0.95
