66 594 34640
74 9 10 1.0
206 23 24 1.0
559 62 56 1.0
240 27 30 1.0
27 3 14 1.0
350 39 40 1.0
498 56 50 1.0
122 14 12 1.0
94 11 12 1.0
161 18 24 1.0
543 61 58 1.0
147 17 19 1.0
67 8 3 1.0
59 7 4 1.0
144 16 24 1.0
159 18 22 1.0
529 59 63 1.0
13 2 4 1.0
292 33 36 1.0
317 36 33 1.0
475 53 55 1.0
219 25 27 1.0
272 31 25 1.0
33 4 6 1.0
201 23 18 1.0
330 37 38 1.0
578 0 1 1.0
145 16 5 1.0
45 5 13 1.0
237 27 26 1.0
230 26 29 1.0
462 52 50 1.0
571 64 59 1.0
401 45 44 1.0
282 32 26 1.0
24 3 6 1.0
241 27 31 1.0
270 30 33 1.0
580 0 3 1.0
432 48 54 1.0
337 38 35 1.0
245 28 25 1.0
14 2 5 1.0
68 8 4 1.0
64 7 0 1.0
331 37 39 1.0
118 13 6 1.0
539 60 64 1.0
164 19 17 1.0
296 33 40 1.0
77 9 13 1.0
353 40 33 1.0
458 51 56 1.0
526 59 60 1.0
249 28 30 1.0
549 61 65 1.0
10 1 0 1.0
175 20 19 1.0
490 55 51 1.0
379 42 37 1.0
158 18 21 1.0
470 53 49 1.0
63 7 12 1.0
503 56 55 1.0
443 50 49 1.0
257 29 28 1.0
448 50 55 1.0
112 13 11 1.0
28 3 0 1.0
192 22 18 1.0
52 6 7 1.0
389 44 41 1.0
9 1 14 1.0
211 24 19 1.0
273 31 26 1.0
193 22 19 1.0
452 51 49 1.0
269 30 32 1.0
128 15 9 1.0
304 34 39 1.0
179 20 24 1.0
124 14 15 1.0
447 50 54 1.0
556 62 63 1.0
438 49 54 1.0
208 23 16 1.0
38 5 1 1.0
484 54 55 1.0
536 60 61 1.0
91 10 2 1.0
378 42 55 1.0
468 52 63 1.0
404 45 48 1.0
154 17 11 1.0
224 25 32 1.0
340 38 39 1.0
370 41 38 1.0
83 10 9 1.0
577 64 54 1.0
50 6 4 1.0
424 47 36 1.0
472 53 51 1.0
256 29 27 1.0
314 35 40 1.0
419 47 44 1.0
500 56 52 1.0
374 42 45 1.0
306 34 42 1.0
136 15 1 1.0
573 64 61 1.0
436 49 52 1.0
258 29 30 1.0
134 15 16 1.0
72 8 16 1.0
460 51 41 1.0
455 51 53 1.0
542 61 57 1.0
78 9 14 1.0
394 44 47 1.0
564 63 61 1.0
551 62 57 1.0
248 28 29 1.0
440 49 56 1.0
307 34 27 1.0
485 54 56 1.0
34 4 7 1.0
303 34 38 1.0
267 30 29 1.0
151 17 23 1.0
153 17 25 1.0
302 34 37 1.0
229 26 28 1.0
313 35 39 1.0
361 40 32 1.0
469 52 44 1.0
310 35 36 1.0
412 46 47 1.0
546 61 62 1.0
181 20 16 1.0
36 4 13 1.0
354 40 34 1.0
277 31 30 1.0
46 5 0 1.0
582 0 5 1.0
198 22 28 1.0
464 52 53 1.0
170 19 24 1.0
200 23 17 1.0
550 61 50 1.0
478 53 47 1.0
544 61 59 1.0
205 23 22 1.0
5 1 5 1.0
32 4 5 1.0
291 33 35 1.0
489 55 50 1.0
368 41 48 1.0
107 12 16 1.0
459 51 58 1.0
25 3 7 1.0
523 58 51 1.0
457 51 55 1.0
315 35 44 1.0
450 50 62 1.0
260 29 32 1.0
375 42 46 1.0
433 48 35 1.0
525 59 58 1.0
233 26 32 1.0
311 35 37 1.0
86 10 13 1.0
65 8 1 1.0
