62 372 20735
47 8 10 1.0
369 61 58 1.0
239 40 39 1.0
293 49 50 1.0
132 22 26 1.0
82 14 13 1.0
46 8 9 1.0
270 45 47 1.0
60 10 12 1.0
42 7 14 1.0
53 9 10 1.0
313 52 49 1.0
14 3 1 1.0
56 10 6 1.0
185 31 35 1.0
351 59 57 1.0
136 23 24 1.0
182 31 32 1.0
248 42 41 1.0
151 25 18 1.0
346 58 59 1.0
122 21 22 1.0
73 12 8 1.0
25 4 0 1.0
343 57 52 1.0
371 61 60 1.0
210 35 39 1.0
337 56 51 1.0
367 61 56 1.0
302 51 52 1.0
181 30 23 1.0
229 38 31 1.0
249 42 43 1.0
155 26 30 1.0
106 18 19 1.0
8 2 1 1.0
21 4 2 1.0
7 1 0 1.0
31 5 0 1.0
321 54 52 1.0
17 3 5 1.0
370 61 59 1.0
6 1 6 1.0
100 17 19 1.0
360 60 61 1.0
322 54 53 1.0
26 5 1 1.0
357 60 57 1.0
191 32 35 1.0
115 19 14 1.0
124 21 24 1.0
57 10 7 1.0
362 0 1 1.0
194 33 31 1.0
45 8 7 1.0
72 12 20 1.0
84 14 19 1.0
90 15 18 1.0
152 26 27 1.0
364 0 3 1.0
356 60 56 1.0
189 32 33 1.0
9 2 3 1.0
33 6 8 1.0
16 3 4 1.0
233 39 40 1.0
99 17 18 1.0
261 44 42 1.0
133 22 16 1.0
325 54 48 1.0
165 28 27 1.0
193 32 29 1.0
123 21 23 1.0
196 33 34 1.0
121 20 11 1.0
74 13 11 1.0
294 49 53 1.0
352 59 58 1.0
252 42 48 1.0
243 41 43 1.0
97 16 11 1.0
266 45 41 1.0
332 56 57 1.0
55 9 1 1.0
146 25 21 1.0
361 60 52 1.0
61 10 1 1.0
2 1 2 1.0
231 39 37 1.0
296 50 46 1.0
161 27 30 1.0
18 3 6 1.0
153 26 28 1.0
83 14 15 1.0
85 14 8 1.0
59 10 9 1.0
259 43 38 1.0
203 34 35 1.0
142 24 23 1.0
318 53 58 1.0
108 18 23 1.0
265 44 39 1.0
0 61 0 1.0
227 38 40 1.0
34 6 9 1.0
169 28 22 1.0
86 15 11 1.0
37 6 3 1.0
195 33 32 1.0
93 16 18 1.0
137 23 25 1.0
44 8 6 1.0
111 19 17 1.0
104 18 16 1.0
345 58 57 1.0
79 13 6 1.0
173 29 30 1.0
254 43 41 1.0
112 19 18 1.0
235 39 33 1.0
333 56 58 1.0
159 27 28 1.0
30 5 10 1.0
311 52 55 1.0
91 15 9 1.0
80 14 11 1.0
317 53 55 1.0
308 52 51 1.0
301 50 42 1.0
291 49 47 1.0
207 35 32 1.0
276 46 54 1.0
5 1 5 1.0
329 55 54 1.0
336 56 61 1.0
148 25 23 1.0
117 20 17 1.0
65 11 15 1.0
292 49 48 1.0
188 32 31 1.0
295 49 43 1.0
128 22 21 1.0
255 43 42 1.0
319 53 48 1.0
154 26 29 1.0
158 27 26 1.0
64 11 14 1.0
202 34 33 1.0
211 35 29 1.0
78 13 18 1.0
355 59 52 1.0
282 47 54 1.0
253 42 40 1.0
206 35 31 1.0
190 32 34 1.0
222 37 43 1.0
278 47 46 1.0
11 2 5 1.0
284 48 46 1.0
289 48 44 1.0
105 18 17 1.0
334 56 59 1.0
328 55 53 1.0
244 41 44 1.0
24 4 7 1.0
184 31 34 1.0
63 11 13 1.0
163 27 22 1.0
226 38 39 1.0
217 36 33 1.0
323 54 55 1.0
98 17 16 1.0
354 59 61 1.0
290 49 46 1.0
327 55 52 1.0
197 33 35 1.0
96 16 21 1.0
172 29 28 1.0
120 20 24 1.0
94 16 19 1.0
15 3 2 1.0
279 47 48 1.0
234 39 43 1.0
89 15 14 1.0
353 59 60 1.0
174 29 34 1.0
38 7 6 1.0
