52 312 14285
256 43 44 1.0
299 50 49 1.0
202 34 33 1.0
208 35 33 1.0
48 8 11 1.0
59 10 9 1.0
262 44 43 1.0
238 40 38 1.0
39 7 8 1.0
224 38 36 1.0
78 13 18 1.0
295 49 43 1.0
223 37 32 1.0
120 20 24 1.0
80 14 11 1.0
142 24 23 1.0
175 29 23 1.0
168 28 33 1.0
19 3 0 1.0
222 37 43 1.0
174 29 34 1.0
230 39 36 1.0
267 45 42 1.0
31 5 0 1.0
217 36 33 1.0
145 24 17 1.0
98 17 16 1.0
260 44 41 1.0
81 14 12 1.0
47 8 10 1.0
193 32 29 1.0
234 39 43 1.0
131 22 25 1.0
100 17 19 1.0
233 39 40 1.0
269 45 44 1.0
87 15 12 1.0
225 38 37 1.0
65 11 15 1.0
167 28 30 1.0
108 18 23 1.0
161 27 30 1.0
136 23 24 1.0
51 9 7 1.0
182 31 32 1.0
309 51 48 1.0
244 41 44 1.0
279 47 48 1.0
77 13 15 1.0
185 31 35 1.0
116 20 16 1.0
132 22 26 1.0
146 25 21 1.0
160 27 29 1.0
72 12 20 1.0
231 39 37 1.0
195 33 32 1.0
3 1 3 1.0
289 48 44 1.0
218 37 36 1.0
183 31 33 1.0
54 9 15 1.0
304 0 3 1.0
302 0 1 1.0
82 14 13 1.0
133 22 16 1.0
83 14 15 1.0
27 5 2 1.0
67 11 9 1.0
216 36 44 1.0
13 2 0 1.0
90 15 18 1.0
241 40 31 1.0
212 36 37 1.0
143 24 25 1.0
12 2 10 1.0
84 14 19 1.0
165 28 27 1.0
10 2 4 1.0
179 30 29 1.0
99 17 18 1.0
176 30 26 1.0
236 40 36 1.0
139 23 17 1.0
158 27 26 1.0
55 9 1 1.0
0 51 0 1.0
152 26 27 1.0
5 1 5 1.0
206 35 31 1.0
75 13 12 1.0
297 50 47 1.0
115 19 14 1.0
197 33 35 1.0
187 31 29 1.0
277 46 41 1.0
166 28 29 1.0
15 3 2 1.0
170 29 26 1.0
310 51 49 1.0
287 48 50 1.0
198 33 39 1.0
93 16 18 1.0
265 44 39 1.0
97 16 11 1.0
29 5 4 1.0
37 6 3 1.0
9 2 3 1.0
291 49 47 1.0
250 42 44 1.0
96 16 21 1.0
25 4 0 1.0
204 34 37 1.0
35 6 10 1.0
298 50 48 1.0
301 50 42 1.0
248 42 41 1.0
235 39 33 1.0
28 5 3 1.0
71 12 15 1.0
280 47 49 1.0
229 38 31 1.0
246 41 48 1.0
117 20 17 1.0
118 20 18 1.0
242 41 42 1.0
113 19 20 1.0
282 47 51 1.0
272 46 47 1.0
57 10 7 1.0
252 42 48 1.0
261 44 42 1.0
128 22 21 1.0
281 47 50 1.0
58 10 8 1.0
107 18 20 1.0
209 35 34 1.0
4 1 4 1.0
153 26 28 1.0
259 43 38 1.0
135 23 22 1.0
16 3 4 1.0
211 35 29 1.0
192 32 36 1.0
221 37 40 1.0
41 7 10 1.0
73 12 8 1.0
268 45 43 1.0
249 42 43 1.0
232 39 38 1.0
36 6 13 1.0
104 18 16 1.0
46 8 9 1.0
157 26 23 1.0
164 28 26 1.0
188 32 31 1.0
227 38 40 1.0
247 41 39 1.0
288 48 51 1.0
148 25 23 1.0
23 4 5 1.0
68 12 11 1.0
110 19 16 1.0
255 43 42 1.0
285 48 47 1.0
278 47 46 1.0
30 5 10 1.0
284 48 46 1.0
263 44 45 1.0
7 1 0 1.0
205 34 29 1.0
189 32 33 1.0
213 36 38 1.0
251 42 45 1.0
201 34 32 1.0
257 43 45 1.0
266 45 41 1.0
45 8 7 1.0
62 11 12 1.0
294 49 51 1.0
159 27 28 1.0
210 35 39 1.0
86 15 11 1.0
49 8 5 1.0
88 15 13 1.0
34 6 9 1.0
215 36 40 1.0
214 36 39 1.0
200 34 31 1.0
22 4 3 1.0
11 2 5 1.0
190 32 34 1.0
122 21 22 1.0
21 4 2 1.0
274 46 49 1.0
307 51 46 1.0
101 17 20 1.0
184 31 34 1.0
1 0 51 1.0
150 25 28 1.0
6 1 6 1.0
121 20 11 1.0
149 25 24 1.0
151 25 18 1.0
147 25 22 1.0
162 27 32 1.0
56 10 6 1.0
258 43 46 1.0
273 46 48 1.0
220 37 39 1.0
61 10 1 1.0
