58 464 23583
47 6 7 1.0
192 24 34 1.0
54 7 5 1.0
29 4 5 1.0
365 46 47 1.0
424 53 57 1.0
374 47 48 1.0
73 9 1 1.0
430 54 55 1.0
107 14 9 1.0
261 33 32 1.0
42 6 1 1.0
66 9 8 1.0
176 22 32 1.0
385 48 36 1.0
232 29 39 1.0
321 40 32 1.0
300 38 39 1.0
106 14 8 1.0
231 29 35 1.0
363 46 44 1.0
305 38 35 1.0
332 42 38 1.0
322 41 36 1.0
403 51 52 1.0
248 31 36 1.0
53 7 4 1.0
218 28 22 1.0
358 45 48 1.0
60 8 11 1.0
412 52 53 1.0
1 0 57 1.0
344 43 55 1.0
268 34 31 1.0
331 42 37 1.0
409 51 45 1.0
333 42 39 1.0
311 39 42 1.0
276 35 31 1.0
446 56 54 1.0
141 18 19 1.0
229 29 33 1.0
131 17 16 1.0
342 43 48 1.0
396 50 53 1.0
57 7 0 1.0
174 22 27 1.0
190 24 27 1.0
184 23 35 1.0
167 21 20 1.0
327 41 42 1.0
356 45 46 1.0
200 25 35 1.0
339 43 45 1.0
136 17 24 1.0
445 56 53 1.0
63 8 14 1.0
68 9 11 1.0
338 43 44 1.0
215 27 28 1.0
291 37 38 1.0
376 47 56 1.0
14 2 6 1.0
429 54 53 1.0
257 32 28 1.0
17 2 0 1.0
103 13 14 1.0
277 35 32 1.0
352 44 52 1.0
395 50 52 1.0
110 14 12 1.0
84 11 10 1.0
144 18 26 1.0
341 43 47 1.0
266 34 29 1.0
221 28 25 1.0
213 27 25 1.0
104 13 17 1.0
58 8 9 1.0
389 49 46 1.0
233 29 26 1.0
455 0 6 1.0
316 40 38 1.0
225 28 18 1.0
346 44 43 1.0
297 37 32 1.0
263 33 35 1.0
125 16 19 1.0
27 4 2 1.0
171 22 24 1.0
26 4 1 1.0
280 35 39 1.0
205 26 25 1.0
441 55 46 1.0
207 26 28 1.0
36 5 3 1.0
193 24 15 1.0
135 17 21 1.0
413 52 54 1.0
126 16 20 1.0
243 31 30 1.0
11 2 3 1.0
314 40 36 1.0
91 12 9 1.0
438 55 54 1.0
9 1 0 1.0
462 57 55 1.0
146 19 15 1.0
407 51 56 1.0
265 33 28 1.0
451 0 2 1.0
99 13 9 1.0
246 31 34 1.0
175 22 28 1.0
328 41 48 1.0
236 30 32 1.0
313 39 32 1.0
37 5 4 1.0
292 37 39 1.0
28 4 3 1.0
177 22 15 1.0
426 54 50 1.0
370 47 43 1.0
224 28 33 1.0
51 7 2 1.0
285 36 40 1.0
254 32 34 1.0
406 51 55 1.0
208 26 29 1.0
381 48 46 1.0
48 6 9 1.0
310 39 41 1.0
264 33 41 1.0
402 51 50 1.0
134 17 20 1.0
272 34 42 1.0
319 40 42 1.0
24 3 12 1.0
121 15 14 1.0
71 9 14 1.0
75 10 9 1.0
392 49 56 1.0
117 15 19 1.0
13 2 5 1.0
369 46 42 1.0
459 57 52 1.0
390 49 47 1.0
76 10 11 1.0
373 47 46 1.0
444 56 52 1.0
95 12 14 1.0
240 30 38 1.0
166 21 19 1.0
372 47 45 1.0
323 41 37 1.0
178 23 22 1.0
40 5 14 1.0
12 2 4 1.0
173 22 26 1.0
79 10 14 1.0
101 13 11 1.0
428 54 52 1.0
83 11 9 1.0
315 40 37 1.0
304 38 45 1.0
159 20 21 1.0
408 51 57 1.0
97 12 5 1.0
302 38 41 1.0
357 45 47 1.0
86 11 13 1.0
52 7 3 1.0
210 27 22 1.0
123 16 17 1.0
223 28 27 1.0
74 10 8 1.0
33 4 0 1.0
228 29 32 1.0
329 41 35 1.0
198 25 27 1.0
393 49 39 1.0
222 28 26 1.0
440 55 57 1.0
39 5 7 1.0
64 8 19 1.0
269 34 32 1.0
219 28 23 1.0
391 49 48 1.0
420 53 52 1.0
463 57 56 1.0
143 18 21 1.0
349 44 47 1.0
168 21 22 1.0
377 47 38 1.0
245 31 33 1.0
87 11 14 1.0
290 37 36 1.0
335 42 41 1.0
274 35 29 1.0
336 42 45 1.0
456 0 7 1.0
49 6 0 1.0
325 41 39 1.0
160 20 25 1.0
431 54 56 1.0
23 3 7 1.0
202 26 22 1.0
439 55 56 1.0
140 18 17 1.0
15 2 7 1.0
92 12 10 1.0
122 16 15 1.0
67 9 10 1.0
317 40 39 1.0
181 23 26 1.0
199 25 28 1.0
279 35 34 1.0
124 16 18 1.0
230 29 34 1.0
460 57 53 1.0
38 5 6 1.0
195 25 23 1.0
162 21 15 1.0
271 34 35 1.0
275 35 30 1.0
70 9 13 1.0
105 13 3 1.0
72 9 18 1.0
345 43 40 1.0
2 1 2 1.0
359 45 49 1.0
197 25 26 1.0
41 5 0 1.0
351 44 49 1.0
118 15 20 1.0
81 10 1 1.0
209 26 21 1.0
283 36 38 1.0
354 45 43 1.0
163 21 16 1.0
62 8 13 1.0
417 52 46 1.0
258 33 29 1.0
152 19 25 1.0
383 48 49 1.0
172 22 25 1.0
414 52 55 1.0
394 50 51 1.0
312 39 47 1.0
416 52 57 1.0
423 53 56 1.0
368 46 53 1.0
46 6 5 1.0
148 19 17 1.0
111 14 13 1.0
94 12 13 1.0
457 57 50 1.0
151 19 21 1.0
286 36 41 1.0
411 52 51 1.0
437 55 53 1.0
421 53 54 1.0
427 54 51 1.0
147 19 16 1.0
360 45 56 1.0
206 26 27 1.0
235 30 31 1.0
50 7 1 1.0
226 29 30 1.0
43 6 2 1.0
69 9 12 1.0
16 2 12 1.0
25 3 0 1.0
448 56 57 1.0
35 5 2 1.0
387 49 44 1.0
183 23 28 1.0
179 23 24 1.0
378 48 43 1.0
239 30 35 1.0
281 35 25 1.0
120 15 24 1.0
182 23 27 1.0
355 45 44 1.0
4 1 4 1.0
170 22 23 1.0
318 40 41 1.0
20 3 4 1.0
449 56 47 1.0
22 3 6 1.0
422 53 55 1.0
113 14 6 1.0
155 20 16 1.0
399 50 56 1.0
330 42 36 1.0
18 3 1 1.0
90 12 8 1.0
251 32 30 1.0
289 36 29 1.0
270 34 33 1.0
299 38 37 1.0
367 46 49 1.0
32 4 10 1.0
56 7 8 1.0
295 37 42 1.0
343 43 49 1.0
142 18 20 1.0
220 28 24 1.0
115 15 17 1.0
260 33 31 1.0
301 38 40 1.0
164 21 17 1.0
278 35 33 1.0
