72 576 37303
130 17 15 1.0
415 52 56 1.0
563 0 2 1.0
151 19 21 1.0
154 20 15 1.0
320 40 43 1.0
225 28 18 1.0
159 20 21 1.0
11 2 3 1.0
211 27 23 1.0
399 50 56 1.0
101 13 11 1.0
295 37 42 1.0
278 35 33 1.0
549 69 67 1.0
93 12 11 1.0
277 35 32 1.0
210 27 22 1.0
56 7 8 1.0
148 19 17 1.0
497 62 53 1.0
31 4 7 1.0
417 52 46 1.0
430 54 55 1.0
357 45 47 1.0
104 13 17 1.0
473 59 51 1.0
116 15 18 1.0
20 3 4 1.0
341 43 47 1.0
537 67 60 1.0
456 57 70 1.0
119 15 21 1.0
418 53 50 1.0
294 37 41 1.0
192 24 34 1.0
15 2 7 1.0
26 4 1 1.0
232 29 39 1.0
35 5 2 1.0
441 55 46 1.0
254 32 34 1.0
316 40 38 1.0
21 3 5 1.0
321 40 32 1.0
69 9 12 1.0
314 40 36 1.0
437 55 53 1.0
425 53 46 1.0
296 37 49 1.0
113 14 6 1.0
434 55 50 1.0
483 61 58 1.0
559 70 69 1.0
574 71 69 1.0
390 49 47 1.0
517 65 68 1.0
249 31 27 1.0
401 50 45 1.0
426 54 50 1.0
481 60 50 1.0
343 43 49 1.0
305 38 35 1.0
436 55 52 1.0
142 18 20 1.0
248 31 36 1.0
485 61 60 1.0
575 71 70 1.0
337 42 30 1.0
170 22 23 1.0
384 48 50 1.0
336 42 45 1.0
283 36 38 1.0
402 51 50 1.0
186 24 22 1.0
364 46 45 1.0
533 67 68 1.0
405 51 54 1.0
88 11 16 1.0
109 14 11 1.0
198 25 27 1.0
165 21 18 1.0
424 53 63 1.0
276 35 31 1.0
444 56 52 1.0
252 32 31 1.0
329 41 35 1.0
160 20 25 1.0
513 64 61 1.0
126 16 20 1.0
398 50 55 1.0
474 60 57 1.0
181 23 26 1.0
190 24 27 1.0
184 23 35 1.0
287 36 42 1.0
422 53 55 1.0
310 39 41 1.0
208 26 29 1.0
451 57 59 1.0
522 66 64 1.0
209 26 21 1.0
487 61 63 1.0
224 28 33 1.0
489 61 52 1.0
301 38 40 1.0
545 68 60 1.0
383 48 49 1.0
553 69 60 1.0
251 32 30 1.0
282 36 37 1.0
274 35 29 1.0
120 15 24 1.0
414 52 55 1.0
227 29 31 1.0
548 69 66 1.0
253 32 33 1.0
37 5 4 1.0
331 42 37 1.0
212 27 24 1.0
102 13 12 1.0
573 71 68 1.0
350 44 48 1.0
166 21 19 1.0
39 5 7 1.0
267 34 30 1.0
199 25 28 1.0
222 28 26 1.0
552 69 71 1.0
233 29 26 1.0
292 37 39 1.0
381 48 46 1.0
226 29 30 1.0
200 25 35 1.0
257 32 28 1.0
118 15 20 1.0
231 29 35 1.0
388 49 45 1.0
361 45 40 1.0
55 7 6 1.0
309 39 40 1.0
91 12 9 1.0
438 55 54 1.0
125 16 19 1.0
466 59 57 1.0
281 35 25 1.0
268 34 31 1.0
246 31 34 1.0
289 36 29 1.0
82 11 8 1.0
62 8 13 1.0
99 13 9 1.0
53 7 4 1.0
524 66 67 1.0
255 32 35 1.0
298 38 36 1.0
371 47 44 1.0
299 38 37 1.0
542 68 69 1.0
356 45 46 1.0
51 7 2 1.0
36 5 3 1.0
467 59 58 1.0
286 36 41 1.0
312 39 47 1.0
496 62 69 1.0
73 9 1 1.0
162 21 15 1.0
245 31 33 1.0
503 63 62 1.0
158 20 19 1.0
207 26 28 1.0
54 7 5 1.0
256 32 42 1.0
161 20 9 1.0
325 41 39 1.0
359 45 49 1.0
76 10 11 1.0
156 20 17 1.0
374 47 48 1.0
303 38 42 1.0
416 52 63 1.0
291 37 38 1.0
72 9 18 1.0
147 19 16 1.0
486 61 62 1.0
152 19 25 1.0
539 68 65 1.0
429 54 53 1.0
4 1 4 1.0
308 39 38 1.0
373 47 46 1.0
322 41 36 1.0
75 10 9 1.0
488 61 64 1.0
100 13 10 1.0
105 13 3 1.0
157 20 18 1.0
454 57 62 1.0
43 6 2 1.0
30 4 6 1.0
382 48 47 1.0
538 68 64 1.0
271 34 35 1.0
442 56 50 1.0
146 19 15 1.0
107 14 9 1.0
140 18 17 1.0
550 69 68 1.0
96 12 18 1.0
168 21 22 1.0
410 52 50 1.0
510 64 69 1.0
566 0 5 1.0
433 54 47 1.0
394 50 51 1.0
14 2 6 1.0
70 9 13 1.0
387 49 44 1.0
141 18 19 1.0
214 27 26 1.0
567 0 6 1.0
178 23 22 1.0
139 18 16 1.0
108 14 10 1.0
66 9 8 1.0
367 46 49 1.0
484 61 59 1.0
219 28 23 1.0
391 49 48 1.0
313 39 32 1.0
138 18 15 1.0
499 63 58 1.0
284 36 39 1.0
318 40 41 1.0
32 4 10 1.0
340 43 46 1.0
221 28 25 1.0
521 65 61 1.0
403 51 52 1.0
506 64 65 1.0
92 12 10 1.0
110 14 12 1.0
240 30 38 1.0
369 46 42 1.0
376 47 56 1.0
164 21 17 1.0
507 64 66 1.0
351 44 49 1.0
68 9 11 1.0
450 57 58 1.0
10 2 1 1.0
501 63 60 1.0
432 54 63 1.0
431 54 56 1.0
155 20 16 1.0
365 46 47 1.0
477 60 61 1.0
17 2 0 1.0
493 62 60 1.0
525 66 68 1.0
472 59 65 1.0
504 63 64 1.0
457 57 55 1.0
48 6 9 1.0
223 28 27 1.0
143 18 21 1.0
279 35 34 1.0
502 63 61 1.0
532 67 66 1.0
79 10 14 1.0
150 19 20 1.0
182 23 27 1.0
235 30 31 1.0
561 70 63 1.0
406 51 55 1.0
302 38 41 1.0
476 60 59 1.0
59 8 10 1.0
188 24 25 1.0
540 68 66 1.0
562 0 1 1.0
5 1 5 1.0
511 64 70 1.0
216 27 35 1.0
163 21 16 1.0
264 33 41 1.0
7 1 7 1.0
27 4 2 1.0
395 50 52 1.0
8 1 13 1.0
428 54 52 1.0
342 43 48 1.0
494 62 61 1.0
529 66 62 1.0
124 16 18 1.0
242 31 29 1.0
285 36 40 1.0
338 43 44 1.0
263 33 35 1.0
78 10 13 1.0
167 21 20 1.0
512 64 71 1.0
98 13 8 1.0
385 48 36 1.0
570 71 65 1.0
534 67 69 1.0
470 59 62 1.0
52 7 3 1.0
572 71 67 1.0
84 11 10 1.0
203 26 23 1.0
420 53 52 1.0
13 2 5 1.0
564 0 3 1.0
536 67 71 1.0
459 58 59 1.0
129 16 11 1.0
446 56 54 1.0
189 24 26 1.0
269 34 32 1.0
179 23 24 1.0
153 19 8 1.0
275 35 30 1.0
183 23 28 1.0
41 5 0 1.0
458 58 57 1.0
551 69 70 1.0
558 70 68 1.0
44 6 3 1.0
546 69 64 1.0
111 14 13 1.0
334 42 40 1.0
531 67 65 1.0
515 65 66 1.0
455 57 63 1.0
411 52 51 1.0
393 49 39 1.0
408 51 58 1.0
94 12 13 1.0
480 60 70 1.0
135 17 21 1.0
346 44 43 1.0
557 70 67 1.0
112 14 21 1.0
490 62 57 1.0
523 66 65 1.0
86 11 13 1.0
67 9 10 1.0
300 38 39 1.0
345 43 40 1.0
439 55 56 1.0
244 31 32 1.0
427 54 51 1.0
12 2 4 1.0
358 45 48 1.0
236 30 32 1.0
97 12 5 1.0
527 66 70 1.0
65 8 1 1.0
195 25 23 1.0
217 27 20 1.0
239 30 35 1.0
117 15 19 1.0
265 33 28 1.0
