40 800 15490
0 3 2 8.82
1 5 7 8.95
2 27 3 8.55
3 14 3 7.31
4 6 22 8.76
5 2 33 5.39
6 9 30 7.03
7 16 27 9.3
8 29 21 5.65
9 0 34 9.15
10 13 32 6.0
11 15 16 6.45
12 27 21 6.94
13 8 24 8.0
14 8 25 8.66
15 11 17 5.27
16 12 14 9.57
17 8 9 8.61
18 7 10 8.17
19 24 22 8.23
20 16 38 9.19
21 6 4 9.43
22 7 21 8.36
23 7 3 8.65
24 26 5 9.94
25 36 14 7.61
26 6 17 9.96
27 33 34 5.53
28 16 28 5.8
29 30 32 6.37
30 19 4 8.66
31 30 27 5.17
32 8 30 6.8
33 37 0 6.2
34 39 15 7.9
35 21 36 6.67
36 28 0 8.77
37 14 18 5.97
38 38 6 7.55
39 20 36 6.49
40 21 22 7.46
41 2 22 5.15
42 18 23 8.9
43 33 6 6.62
44 37 22 6.84
45 20 24 8.29
46 35 7 6.3
47 31 37 7.32
48 19 17 9.45
49 32 2 9.64
50 2 15 7.77
51 9 32 6.43
52 37 23 9.72
53 9 36 8.55
54 30 2 7.73
55 30 34 9.95
56 3 23 9.16
57 6 37 6.16
58 32 37 6.54
59 32 18 5.57
60 29 19 9.14
61 35 10 7.14
62 31 0 5.79
63 28 27 9.86
64 17 3 7.2
65 15 1 5.48
66 33 4 9.29
67 39 5 8.13
68 16 13 9.0
69 34 16 9.31
70 1 22 8.62
71 38 21 9.43
72 6 25 5.27
73 34 31 5.43
74 17 24 7.2
75 32 5 6.86
76 1 32 8.55
77 25 9 5.18
78 10 7 9.09
79 28 5 7.67
80 39 10 6.13
81 23 12 7.98
82 11 7 5.69
83 33 37 7.58
84 18 31 7.09
85 2 11 5.79
86 36 2 7.15
87 3 29 7.32
88 19 31 7.17
89 17 1 6.35
90 12 37 6.75
91 25 4 5.25
92 27 1 8.42
93 21 28 6.53
94 22 1 5.09
95 9 17 5.99
96 36 17 7.7
97 23 0 8.7
98 22 12 7.58
99 2 39 8.44
100 32 34 5.17
101 1 14 8.56
102 0 11 8.94
103 30 8 8.42
104 31 8 7.73
105 19 14 8.41
106 37 32 6.39
107 15 25 5.67
108 28 29 7.11
109 0 21 9.09
110 12 27 8.83
111 31 1 6.14
112 30 26 5.97
113 13 28 7.76
114 11 32 9.55
115 26 30 9.39
116 36 25 8.26
117 13 16 5.54
118 16 14 9.74
119 11 28 5.35
120 34 13 5.03
121 36 30 9.82
122 27 35 9.63
123 36 6 5.19
124 33 7 6.3
125 25 26 7.4
126 1 12 7.44
127 9 24 5.84
128 3 9 5.43
129 8 13 6.54
130 5 32 8.77
131 3 39 9.8
132 33 12 5.98
133 14 38 8.83
134 26 18 9.9
135 27 22 5.74
136 29 1 8.95
137 16 33 9.07
138 14 13 6.11
139 17 15 5.36
140 27 6 8.64
141 16 25 9.88
142 18 33 7.71
143 10 31 7.39
144 0 20 7.87
145 8 10 5.71
146 18 19 6.56
147 36 10 8.82
148 29 37 8.52
149 35 9 7.26
150 5 26 7.33
