40 1200 47281
0 31 34 2.13
1 9 14 1.94
2 9 26 3.13
3 9 10 7.65
4 1 10 6.11
5 33 6 2.84
6 15 21 2.93
7 24 39 9.17
8 22 7 4.48
9 30 39 4.17
10 16 21 8.66
11 39 35 7.37
12 31 38 1.4
13 15 38 6.22
14 17 18 8.14
15 12 17 6.91
16 20 23 5.53
17 17 28 5.93
18 6 27 4.93
19 0 2 4.61
20 2 35 3.05
21 5 8 3.27
22 9 23 5.47
23 9 8 2.72
24 19 26 2.45
25 19 1 2.2
26 13 0 3.01
27 12 38 6.66
28 17 13 3.08
29 27 16 10.51
30 36 20 6.22
31 16 7 6.36
32 4 35 7.81
33 1 28 7.13
34 3 32 10.88
35 10 29 3.89
36 35 34 5.58
37 31 36 4.99
38 10 2 8.61
39 23 34 5.35
40 32 24 8.31
41 0 10 3.73
42 20 30 0.71
43 38 5 5.76
44 24 19 6.24
45 11 0 7.05
46 18 16 8.96
47 13 23 4.07
48 22 24 5.69
49 10 34 1.11
50 23 17 1.26
51 2 34 8.44
52 15 12 1.17
53 6 9 3.94
54 13 34 2.72
55 35 25 4.55
56 22 37 5.41
57 33 28 3.46
58 11 3 10.9
59 7 19 6.19
60 17 25 8.08
61 7 24 11.32
62 33 26 2.37
63 28 15 7.76
64 7 1 4.1
65 29 26 1.77
66 5 0 3.38
67 38 8 6.37
68 39 21 10.33
69 36 7 1.39
70 13 26 1.82
71 5 37 7.19
72 14 19 1.79
73 30 7 5.38
74 39 25 2.49
75 2 10 8.71
76 18 39 8.33
77 26 2 7.18
78 17 11 1.59
79 24 12 2.32
80 28 37 3.95
81 39 26 2.43
82 34 22 1.2
83 30 22 3.92
84 0 19 4.1
85 7 35 7.65
86 30 14 1.97
87 35 13 3.75
88 3 7 8.55
89 4 9 10.56
90 0 21 4.37
91 11 35 8.3
92 1 32 1.75
93 37 12 10.01
94 1 9 2.42
95 12 22 5.76
96 8 11 8.05
97 3 4 0.17
98 10 37 5.2
99 22 15 4.92
100 5 35 3.12
101 23 14 6.06
102 20 38 7.21
103 8 32 3.87
104 31 3 2.25
105 4 14 7.82
106 39 11 1.79
107 39 34 4.71
108 34 26 8.09
109 7 22 4.68
110 29 14 3.01
111 8 9 3.09
112 31 37 5.23
113 33 29 0.75
114 10 5 5.9
115 6 30 2.33
116 10 16 8.81
117 3 15 9.1
118 36 25 3.46
119 11 12 8.47
120 3 0 5.7
121 19 25 2.51
122 4 6 8.52
123 18 10 6.74
124 17 15 6.24
125 22 33 1.17
126 21 39 9.67
127 0 36 6.29
128 6 0 4.58
129 11 27 6.3
130 37 36 2.23
131 26 19 2.37
132 22 18 5.84
133 12 2 2.46
134 5 16 3.94
135 2 6 9.16
136 3 17 8.22
137 32 33 5.51
138 28 20 6.4
139 7 4 7.94
140 23 16 5.33
141 2 3 10.26
142 17 29 3.21
143 28 12 7.04
144 5 31 6.43
145 38 17 6.6
146 6 26 0.79
147 15 39 5.81
148 15 27 7.75
149 35 2 3.63
150 1 16 2.65
151 32 17 3.32
152 3 25 7.7
153 11 2 11.86
154 3 31 2.4
155 17 5 3.15
156 24 28 8.4
157 4 10 2.75
158 19 30 0.93
159 20 29 2.77
160 36 15 6.44
161 26 35 4.26
162 19 7 4.17
163 9 28 7.37
164 35 36 6.56
165 6 37 5.03
166 36 12 7.37
167 12 28 8.21
168 33 23 4.32
169 20 39 4.49
170 19 31 8.25
171 31 23 6.19
172 26 11 3.29
173 11 32 4.32
174 11 31 7.9
175 39 37 3.39
176 37 7 2.53
177 27 28 1.46
178 38 3 1.82
179 3 13 6.26
180 12 9 3.75
181 21 20 5.08
182 18 7 10.71
183 26 31 5.92
184 20 0 3.8
185 27 19 7.89
186 17 31 7.15
187 37 0 8.16
188 19 17 3.56
189 17 19 3.8
190 0 29 2.43
191 20 22 4.58
192 1 17 2.14
193 18 20 5.69
194 23 28 5.73
195 32 4 10.21
196 2 25 7.37
197 9 35 3.48
198 37 24 10.54
199 5 26 1.11
200 17 38 7.46
201 13 37 5.24
202 35 11 7.69
203 37 19 8.01
204 20 26 2.4
205 16 39 4.52
206 12 37 9.22
207 29 13 0.56
208 36 39 1.62
209 28 26 5.31
210 35 5 3.6
211 36 10 4.7
212 24 4 7.26
213 27 24 8.76
214 1 3 10.49
215 39 15 6.64
216 35 21 2.48
217 30 25 1.52
218 39 20 4.91
219 8 0 2.78
220 38 20 7.37
221 22 20 4.43
222 5 36 4.44
223 29 34 2.9
224 17 20 4.16
225 12 0 2.45
226 6 39 1.68
227 7 17 2.41
228 6 34 3.71
229 25 37 5.89
230 6 22 3.27
231 24 27 5.16
232 10 11 7.76
233 14 16 6.02
234 20 25 2.45
235 37 6 5.15
236 33 38 3.61
237 4 25 7.65
238 10 8 6.73
239 14 21 3.53
240 10 15 6.69
241 17 27 6.15
242 36 16 6.21
243 18 4 6.88
244 26 7 3.84
245 22 6 3.25
246 18 13 6.24
247 4 17 8.57
248 12 11 7.68
249 30 33 2.51
250 18 28 5.39
251 12 21 1.87
252 4 19 8.47
253 37 11 4.9
254 15 16 5.43
255 31 10 1.73
256 7 0 7.26
257 18 1 7.79
258 38 13 4.52
259 29 23 4.04
260 8 12 0.8
261 9 24 6.24
262 31 17 7.31
263 3 11 11.35
264 38 39 6.24
265 35 30 2.69
266 24 31 8.68
267 27 8 7.82
268 8 10 6.39
269 12 13 4.6
270 5 28 6.07
271 25 3 7.47
272 34 5 4.69
273 1 22 5.81
274 19 15 2.49
275 33 15 3.72
276 0 30 3.18
277 21 36 9.17
278 15 29 2.95
279 3 14 8.45
280 21 8 2.78
281 24 32 7.18
282 33 31 4.09
283 20 36 5.55
284 33 24 5.21
285 9 11 5.09
286 38 24 9.33
287 20 31 7.98
288 8 6 5.52
289 38 9 7.93
290 5 29 1.92
291 22 11 5.55
292 22 31 3.06
293 23 7 1.07
294 10 14 6.02
295 10 0 4.11
296 7 37 2.57
297 26 34 3.96
298 5 3 2.07
299 28 31 0.99
300 9 4 9.17
301 34 12 6.45
302 30 38 5.88
303 38 36 5.9
304 38 19 7.87
305 34 15 5.85
306 23 4 9.36
307 14 26 3.72
308 26 8 4.13
309 19 34 6.04
310 30 9 1.61
311 10 21 8.13
312 38 7 6.7
313 28 4 2.99
314 34 10 1.14
315 18 0 2.69
316 25 39 2.89
317 38 27 3.32
318 32 14 3.86
319 25 35 4.14
320 4 28 3.07
321 0 14 2.43
322 36 18 8.7
323 33 17 4.02
324 18 27 9.23
325 2 21 0.8
326 27 34 2.26
327 0 35 2.04
328 23 6 2.27
329 16 8 6.83
330 38 6 6.62
331 30 35 3.15
332 6 11 3.02
333 0 12 2.71
334 2 4 9.64
335 31 19 1.4
336 16 18 8.84
337 6 16 4.37
338 4 18 6.7
339 13 8 4.32
340 26 18 6.09
341 17 16 4.11
342 27 31 2.01
343 1 31 8.55
344 36 14 7.45
345 30 4 7.97
346 31 24 8.78
347 33 30 2.99
348 30 23 4.82
349 7 12 8.36
350 29 19 3.03
351 28 1 7.65
352 1 21 7.66
353 26 10 5.48
354 37 31 4.48
355 20 4 9.35
356 2 12 2.79
357 36 35 7.22
358 34 39 4.77
359 2 9 6.6
360 7 38 6.89
361 36 4 7.75
362 31 2 10.48
363 39 8 6.79
364 32 22 6.57
365 13 29 0.64
366 23 1 3.27
367 33 0 2.47
368 32 23 4.75
369 7 36 1.47
370 24 14 4.05
371 12 20 3.45
372 37 27 2.57
373 24 23 9.13
374 2 22 8.21
375 14 8 0.95
376 37 13 5.16
377 7 34 4.26
378 22 14 4.64
379 36 34 3.51
380 23 3 8.68
381 26 27 5.62
382 6 17 1.32
383 36 24 8.6
384 29 4 6.04
385 28 19 7.0
386 16 33 6.1
387 35 37 6.58
388 27 6 5.24
389 14 24 4.41
390 16 17 4.49
391 7 25 3.85
392 4 26 7.94
393 21 16 8.0
394 1 38 8.19
