20 300 5708
0 11 1 2.86
1 6 14 4.35
2 8 3 8.51
3 9 11 5.66
4 4 0 5.93
5 16 0 3.18
6 13 12 8.74
7 11 16 3.78
8 0 15 2.64
9 0 5 3.4
10 0 11 7.55
11 9 6 3.46
12 8 18 3.22
13 15 3 7.91
14 4 18 7.0
15 14 18 3.89
16 18 6 6.78
17 3 11 10.32
18 16 7 5.79
19 7 6 2.94
20 0 18 3.18
21 11 5 4.21
22 9 10 7.67
23 8 2 3.55
24 1 0 5.72
25 2 11 10.74
26 2 16 10.26
27 9 2 6.36
28 15 4 8.5
29 16 19 3.58
30 6 19 2.85
31 3 0 6.21
32 6 2 9.2
33 18 8 3.54
34 15 12 1.23
35 16 5 4.16
36 3 5 7.99
37 10 5 5.32
38 12 2 2.4
39 12 13 4.74
40 1 13 3.56
41 18 16 10.21
42 5 3 7.43
43 17 4 9.01
44 18 4 7.08
45 16 6 4.27
46 7 4 8.55
47 9 14 1.93
48 6 1 1.86
49 1 12 5.89
50 15 0 2.71
51 7 1 4.76
52 16 14 5.86
53 18 17 9.08
54 11 15 6.63
55 0 6 7.96
56 10 12 6.26
57 0 12 2.87
58 7 10 5.38
59 5 19 1.35
60 16 15 6.15
61 3 14 8.78
62 5 2 6.11
63 11 19 5.0
64 19 3 9.87
65 11 4 9.52
66 14 15 0.48
67 1 17 2.16
68 15 16 6.59
69 8 9 3.09
70 12 15 1.39
71 2 5 6.88
72 19 2 5.71
73 3 9 9.53
74 18 9 6.59
75 9 15 2.46
76 2 19 6.08
77 15 9 2.68
78 15 6 4.16
79 0 4 5.68
80 12 18 2.62
81 8 19 2.68
82 17 11 1.69
83 6 5 1.91
84 4 17 8.05
85 16 18 10.57
86 4 11 9.4
87 6 13 2.06
88 13 0 2.95
89 12 8 0.78
90 10 6 5.41
91 12 5 3.92
92 17 12 7.19
93 15 17 5.43
94 13 16 5.71
95 16 3 12.97
96 19 16 1.75
97 2 12 2.74
98 8 11 7.85
99 10 15 6.58
100 2 0 4.83
101 3 7 7.84
102 11 2 7.39
103 5 7 5.51
104 8 6 4.88
105 16 4 12.53
106 3 16 12.82
107 1 3 10.59
108 15 2 4.06
109 3 19 8.35
110 5 10 5.03
111 13 2 7.58
112 3 4 0.17
113 17 0 5.93
114 12 16 7.14
115 5 6 2.02
116 15 7 7.65
117 6 17 1.1
118 12 7 9.31
119 8 13 3.93
120 15 13 4.06
121 9 1 2.34
122 5 14 2.5
123 16 2 10.53
124 16 8 6.4
125 3 10 3.21
126 13 17 3.03
127 15 5 2.76
128 8 16 6.06
129 14 3 8.23
130 18 13 7.92
131 4 7 8.21
132 17 8 5.79
133 6 8 4.74
134 2 17 10.36
135 3 1 4.99
136 17 1 2.03
137 4 15 8.45
138 7 3 8.64
139 19 11 4.73
140 10 14 5.5
141 12 9 0.15
142 1 19 2.08
143 4 14 8.66
144 6 16 4.28
145 9 3 9.14
146 18 0 2.73
147 0 3 5.86
148 4 1 9.36
149 7 19 6.49
150 9 4 9.51
151 14 9 1.91
152 9 17 4.6
153 13 3 5.61
154 16 17 4.19
155 19 13 3.61
156 4 6 8.24
157 8 15 0.49
158 18 11 10.14
159 8 4 8.65
160 9 12 3.62
161 8 1 4.7
162 6 11 2.99
163 5 1 1.92
164 4 8 5.28
165 15 10 6.22
166 13 18 5.56
167 6 7 3.32
168 14 10 6.58
169 6 15 4.62
170 16 11 3.31
171 3 18 6.97
172 14 19 1.82
173 17 14 5.19
174 1 14 4.03
175 17 18 8.42
176 11 8 7.14
177 17 9 4.91
178 0 19 3.78
179 2 1 8.66
180 3 2 9.3
181 6 9 3.83
182 19 0 4.19
183 6 18 7.28
184 7 12 8.1
185 9 18 6.47
186 17 7 2.44
187 19 8 2.5
188 4 19 9.19
189 14 16 5.35
190 18 15 3.37
191 19 12 3.41
192 2 14 4.41
193 16 9 3.54
194 3 12 8.66
195 19 18 5.27
196 8 7 7.67
197 3 8 8.6
198 11 9 5.32
199 11 13 4.85
200 1 16 2.53
201 17 16 4.2
202 17 19 4.26
203 18 1 7.1
204 4 5 8.86
205 1 2 8.87
206 3 6 8.45
207 7 9 6.64
208 19 7 5.77
209 5 8 3.43
210 19 5 1.35
211 0 14 2.44
212 9 19 7.68
213 12 11 8.71
214 4 12 8.75
215 17 3 8.48
216 13 11 5.14
217 2 8 3.74
218 13 1 3.52
219 2 7 7.24
220 10 3 3.14
221 13 14 3.46
222 18 10 6.8
223 1 15 3.69
224 13 15 4.21
225 6 4 7.87
226 11 3 10.86
227 14 11 7.06
228 11 18 9.25
229 0 10 3.8
230 5 9 2.26
231 13 10 3.63
232 6 0 4.42
