60 1800 53472
0 22 40 7.88
1 39 2 6.23
2 1 10 3.93
3 56 44 1.1
4 17 9 2.44
5 33 2 1.23
6 16 0 5.74
7 13 9 4.75
8 55 52 7.54
9 42 0 6.16
10 14 20 0.7
11 44 43 6.16
12 34 38 9.04
13 41 3 6.96
14 15 34 7.25
15 38 54 8.71
16 8 7 8.38
17 43 35 1.1
18 14 25 5.41
19 39 51 10.9
20 16 59 5.22
21 26 29 10.0
22 12 4 6.02
23 47 57 7.94
24 34 43 12.22
25 11 19 5.66
26 41 24 1.62
27 6 4 8.87
28 37 32 0.98
29 37 44 5.23
30 24 34 5.47
31 26 13 6.4
32 9 34 8.74
33 8 31 3.32
34 26 55 8.85
35 26 9 8.31
36 54 47 3.42
37 26 25 8.34
38 55 0 8.38
39 53 43 3.56
40 27 44 4.5
41 17 34 12.27
42 19 26 5.88
43 21 3 8.24
44 12 33 4.08
45 32 47 11.39
46 5 46 7.47
47 16 24 6.01
48 25 4 8.04
49 0 17 9.9
50 36 33 5.97
51 16 41 6.73
52 18 23 3.56
53 37 31 8.03
54 8 15 7.87
55 31 32 8.98
56 14 47 5.39
57 43 8 10.63
58 19 24 5.01
59 53 12 6.26
60 10 16 4.11
61 29 46 5.59
62 24 43 9.22
63 48 4 3.49
64 1 23 0.72
65 48 1 4.7
66 41 2 4.85
67 53 33 2.49
68 27 36 2.14
69 36 45 5.61
70 26 54 4.26
71 16 23 4.56
72 0 2 6.59
73 3 7 2.58
74 28 3 3.33
75 25 35 5.91
76 48 51 3.81
77 58 41 7.55
78 59 45 2.66
79 12 35 6.5
80 38 34 9.96
81 29 49 5.98
82 56 3 5.76
83 52 10 2.23
84 46 4 3.56
85 24 15 7.05
86 27 58 3.89
87 7 48 1.76
88 11 14 3.36
89 43 6 9.37
90 24 12 4.19
91 56 24 3.06
92 21 13 7.85
93 39 57 1.7
94 13 32 1.12
95 23 55 3.64
96 35 32 8.43
97 12 11 5.25
98 29 25 6.29
99 50 19 3.4
100 24 47 7.24
101 22 59 7.41
102 13 29 7.4
103 28 23 6.12
104 57 21 5.07
105 11 53 5.17
106 51 54 6.98
107 12 16 2.6
108 56 4 6.52
109 43 36 8.52
110 52 0 0.93
111 52 16 5.28
112 37 40 10.46
113 53 21 6.67
114 18 0 6.93
115 56 53 1.81
116 20 56 5.31
117 8 1 4.23
118 30 17 2.74
119 4 46 3.48
120 9 55 0.88
121 59 46 5.39
122 44 41 3.22
123 3 51 5.13
124 11 29 1.02
125 46 6 5.51
126 45 13 4.09
127 5 2 6.3
128 37 6 8.18
129 22 42 6.1
130 28 24 8.89
131 13 8 6.36
132 42 23 4.83
133 37 21 10.12
134 50 45 4.6
135 54 29 8.27
136 33 45 2.91
137 29 50 10.53
138 45 2 1.97
139 48 18 1.53
140 34 24 1.91
141 26 46 8.28
142 27 12 5.95
143 39 30 6.63
144 26 20 8.1
145 2 36 5.86
146 35 5 9.88
147 5 57 2.66
148 34 21 3.75
149 35 34 12.7
150 30 21 1.76
151 23 18 1.56
152 27 20 7.46
153 1 49 2.38
154 23 19 1.84
155 49 59 3.32
156 10 28 7.09
157 19 31 2.85
158 59 1 2.14
159 4 43 0.76
160 47 56 6.08
161 45 42 3.88
162 15 28 6.04
163 56 58 3.68
164 54 30 4.85
165 7 12 6.2
166 4 26 11.09
167 43 24 10.44
168 27 51 7.74
169 52 41 1.94
170 37 11 7.05
171 9 42 3.69
172 5 4 10.47
173 40 31 1.89
174 3 54 5.51
175 2 9 2.44
176 54 19 1.85
177 28 53 5.97
178 45 15 5.61
179 0 22 10.74
180 13 4 7.26
181 6 34 3.69
182 4 41 8.88
183 9 49 3.23
184 33 30 1.34
185 58 56 4.14
186 9 36 7.11
187 27 46 4.96
188 42 41 7.84
189 21 43 9.21
190 54 15 7.76
191 54 12 3.96
192 8 9 7.57
193 4 19 4.39
194 5 26 0.56
195 24 10 3.52
196 49 34 6.6
197 11 27 8.82
198 6 31 1.55
199 58 30 2.91
200 12 55 4.29
201 4 30 2.91
202 5 27 3.65
203 28 19 6.63
204 36 16 10.31
205 4 8 9.01
206 11 35 1.72
207 15 3 7.67
208 38 40 10.21
209 44 35 6.56
210 0 57 0.85
211 33 19 2.92
212 23 17 6.03
213 20 2 1.77
214 24 9 6.63
215 23 28 5.37
216 10 44 3.34
217 57 1 3.65
218 19 18 2.01
219 23 24 4.31
220 16 6 7.88
221 58 12 4.48
222 30 1 2.54
223 6 49 6.0
224 0 8 2.5
225 24 0 1.44
226 16 56 4.28
227 20 17 2.26
228 45 28 4.32
229 44 0 4.09
230 32 50 8.14
231 49 22 6.54
232 13 26 5.49
233 35 18 4.83
234 21 37 9.21
235 43 58 5.14
236 8 27 3.09
237 43 57 9.82
238 51 22 1.63
239 41 39 1.78
240 58 13 7.33
241 22 8 10.5
242 51 20 2.59
243 6 5 2.37
244 42 38 1.76
245 48 27 5.84
246 13 57 3.19
247 51 32 9.2
248 38 9 5.66
249 42 22 5.33
250 8 39 1.42
251 9 57 6.12
252 39 40 6.06
253 19 29 6.61
254 54 56 2.48
255 0 31 5.65
256 10 5 4.37
257 43 33 2.2
258 11 59 6.74
259 54 48 4.8
260 31 40 1.98
261 38 35 7.11
262 58 3 3.19
263 29 4 2.66
264 1 18 3.56
265 31 11 7.92
266 18 19 1.8
267 56 0 3.24
268 38 33 7.71
269 16 40 7.54
270 12 17 4.78
271 9 45 2.21
272 23 45 1.2
273 16 20 5.16
274 56 29 8.13
275 59 56 0.56
276 56 15 5.88
277 5 16 6.23
278 54 25 7.58
279 34 29 10.87
280 25 15 2.08
281 43 28 3.75
282 54 4 6.09
283 23 29 5.71
284 52 51 8.56
285 32 12 3.43
286 19 32 6.92
287 3 21 7.08
288 28 59 7.32
289 19 25 8.15
290 3 47 6.5
291 53 0 9.35
292 39 26 0.79
293 28 37 5.21
294 40 36 1.81
295 56 42 4.86
296 48 13 8.74
297 54 20 5.57
298 48 44 5.28
299 33 58 2.68
300 15 27 9.42
301 11 44 5.49
302 21 59 3.21
303 16 51 7.66
