20 200 1880
0 13 3 8.82
1 7 1 5.39
2 1 7 9.0
3 0 19 9.95
4 9 18 5.92
5 14 18 5.52
6 12 17 5.28
7 13 14 5.21
8 18 15 8.02
9 4 16 7.73
10 1 3 8.13
11 3 19 5.14
12 14 12 8.7
13 9 0 6.92
14 4 12 6.35
15 12 4 5.62
16 15 4 6.84
17 5 6 8.26
18 1 6 9.07
19 17 2 9.2
20 17 8 9.38
21 14 4 7.46
22 1 13 7.58
23 16 15 9.09
24 4 17 8.14
25 18 13 9.43
26 5 0 6.85
27 3 2 5.17
28 5 18 7.57
29 1 15 9.0
30 5 8 7.91
31 4 1 7.07
32 9 19 8.13
33 3 13 6.97
34 16 17 5.45
35 1 14 5.53
36 10 4 6.6
37 6 5 6.5
38 9 5 7.04
39 5 11 5.62
40 8 10 8.12
41 9 10 7.57
42 9 6 8.01
43 6 8 5.66
44 7 12 5.99
45 8 18 5.19
46 5 12 8.94
47 1 9 6.01
48 18 4 9.08
49 15 3 6.15
50 2 15 9.87
51 15 17 5.28
52 10 15 6.56
53 9 13 9.49
54 19 6 8.36
55 15 18 5.31
56 6 11 5.06
57 9 7 7.64
58 16 12 8.42
59 9 11 9.68
60 6 13 9.29
61 18 10 5.39
62 13 4 6.44
63 15 0 7.68
64 16 0 9.51
65 7 18 5.7
66 19 18 6.53
67 19 8 5.25
68 6 1 5.59
69 16 8 5.26
70 6 19 8.03
71 6 14 7.78
72 10 5 5.43
73 5 2 7.62
74 12 7 9.29
75 7 10 5.94
76 13 11 8.15
77 14 1 6.32
78 0 16 9.06
79 18 6 8.87
80 9 17 8.08
81 13 10 7.36
82 13 5 7.1
83 2 9 6.63
84 16 11 8.98
85 16 19 7.54
86 15 9 8.51
87 8 2 9.1
88 0 1 9.4
89 6 3 7.37
90 11 4 9.1
91 2 19 5.7
92 10 6 6.82
93 15 12 8.88
94 17 3 5.63
95 7 4 7.0
96 14 9 7.55
97 16 9 8.72
98 14 19 8.94
99 16 14 8.75
100 3 7 7.4
101 17 5 5.18
102 3 6 9.42
103 17 18 7.61
104 5 4 9.82
105 13 1 7.6
106 15 8 7.35
107 1 18 7.02
108 0 13 7.99
109 6 10 8.33
110 9 1 9.84
111 18 5 9.96
112 3 12 5.99
113 10 3 8.19
114 7 17 6.9
115 10 19 6.72
116 16 7 5.99
117 14 7 9.06
118 16 5 8.16
119 16 1 6.35
120 7 9 6.75
121 16 10 8.95
122 7 15 9.31
123 10 11 7.32
124 8 6 7.97
125 3 18 5.02
126 18 1 8.49
127 5 15 5.28
128 18 2 8.23
129 4 15 9.95
130 2 6 8.54
131 1 2 6.9
132 17 4 7.17
133 7 2 5.55
134 2 11 5.03
135 8 13 8.66
136 17 19 6.93
137 6 18 6.62
138 15 7 5.61
139 14 17 9.36
140 14 10 7.05
141 14 11 8.4
142 3 17 7.25
143 2 8 5.27
144 0 18 8.55
145 11 8 9.11
146 3 5 5.54
147 18 12 6.64
148 8 9 9.77
149 10 12 9.37
150 15 11 5.74
151 17 14 7.37
152 2 14 7.75
153 10 17 7.37
154 13 19 6.54
155 19 1 6.9
156 0 10 7.12
157 19 0 6.69
158 14 6 8.58
159 8 16 5.58
160 12 11 8.13
161 2 12 6.4
162 11 17 5.79
163 0 14 9.65
164 19 15 8.41
165 11 7 8.58
166 4 2 6.55
167 4 5 7.58
168 13 9 7.93
169 8 5 9.33
170 7 16 6.72
171 6 15 7.1
172 10 9 9.06
173 11 6 8.95
174 13 15 6.86
175 11 9 8.44
176 6 16 8.35
177 12 13 7.64
178 0 5 7.24
179 12 8 7.15
180 19 9 9.47
181 6 4 8.43
182 6 12 9.01
183 19 10 9.56
184 17 15 8.77
185 18 16 5.51
