20 200 1732
0 7 19 2.35
1 11 5 10.07
2 15 8 7.27
3 14 18 2.67
4 18 19 1.75
5 4 2 2.99
6 6 14 5.46
7 16 12 2.82
8 2 15 7.5
9 5 11 8.99
10 18 17 5.22
11 19 1 2.4
12 9 2 2.21
13 12 17 5.17
14 5 6 1.95
15 6 15 8.41
16 10 3 7.76
17 9 17 2.25
18 8 6 1.7
19 13 16 1.49
20 8 3 8.03
21 9 8 6.85
22 11 1 5.25
23 18 13 1.76
24 19 2 1.91
25 9 19 4.06
26 12 8 4.49
27 7 8 8.02
28 10 7 9.2
29 5 17 10.03
30 19 12 7.15
31 7 2 3.16
32 9 10 6.51
33 17 18 5.46
34 19 5 4.63
35 5 7 8.74
36 15 13 1.44
37 13 17 6.7
38 5 10 3.87
39 5 2 6.85
40 4 11 2.85
41 0 1 5.45
42 6 11 9.5
43 5 19 4.99
44 3 8 7.95
45 1 15 6.92
46 17 19 5.86
47 12 15 4.44
48 4 19 4.73
49 14 15 6.14
50 9 11 2.2
51 7 5 8.42
52 6 2 5.52
53 7 18 2.44
54 0 3 7.98
55 16 4 6.7
56 16 18 1.8
57 7 4 2.03
58 18 1 3.92
59 11 3 7.36
60 1 9 2.95
61 19 15 7.1
62 9 1 2.99
63 2 16 2.33
64 18 9 4.14
65 8 11 9.39
66 5 1 5.04
67 15 5 6.39
68 14 2 4.55
69 7 14 2.8
70 1 12 1.23
71 6 1 3.91
72 10 16 3.74
73 19 10 6.02
74 12 11 4.92
75 15 19 7.81
76 15 0 5.61
77 15 12 3.81
78 8 18 5.71
79 9 14 1.38
80 11 6 8.81
81 15 1 5.08
82 7 13 8.91
83 18 14 2.69
84 15 7 10.28
85 13 9 4.36
86 11 7 5.0
87 2 11 4.04
88 6 7 6.98
89 17 14 3.36
90 8 0 2.31
91 17 5 10.54
92 18 12 4.81
93 0 4 9.8
94 7 1 5.53
95 4 18 4.0
96 17 12 5.22
97 3 5 8.1
98 17 1 5.2
99 1 16 3.47
100 13 3 5.75
101 2 18 1.74
102 1 2 2.21
103 14 16 4.94
104 14 19 2.48
105 12 14 3.49
106 7 16 7.91
107 7 11 4.95
108 2 3 1.79
109 10 4 8.89
110 4 3 1.66
111 2 6 4.72
112 8 7 8.69
113 4 14 2.66
114 19 6 3.27
115 5 14 5.31
116 19 0 5.75
117 11 8 9.15
118 16 5 6.44
119 11 17 0.02
120 4 5 10.44
121 2 10 5.64
122 1 13 3.88
123 1 6 3.97
124 14 3 0.89
125 11 2 3.7
126 18 3 3.03
127 12 9 8.65
128 11 14 3.09
129 17 0 2.71
130 13 7 9.48
131 12 13 2.84
132 10 18 7.32
133 6 0 4.13
134 16 11 4.77
135 13 10 2.17
136 5 16 7.14
137 18 8 6.04
138 10 19 5.51
139 16 2 5.81
140 15 17 6.23
141 12 7 6.24
142 17 16 4.41
143 15 3 7.08
144 15 18 8.79
145 18 6 5.28
146 8 1 4.28
147 9 18 3.78
148 8 5 2.02
149 18 4 4.11
150 4 6 8.05
151 11 19 5.4
152 2 0 6.79
153 14 5 7.41
154 0 6 3.84
155 19 17 5.35
156 1 11 4.53
157 3 1 3.94
158 10 13 2.27
159 8 9 7.32
160 15 6 1.9
161 1 5 4.67
162 16 6 7.24
163 7 15 10.22
164 13 5 5.55
165 1 3 3.58
166 19 8 4.41
167 10 11 5.59
168 19 16 6.48
169 12 6 4.63
170 17 8 9.86
171 3 16 5.0
172 4 8 5.94
173 12 16 2.72
174 9 16 3.87
175 4 12 6.46
176 11 0 9.28
177 3 17 5.24
178 5 4 9.74
179 19 4 4.86
180 14 10 6.27
181 12 4 6.22
182 9 15 5.62
183 15 14 6.84
184 11 18 5.13
185 11 16 4.45
186 2 12 3.59
187 0 17 9.43
188 10 17 7.5
189 14 17 3.39
190 16 14 5.28
191 1 18 4.02
192 16 7 8.03
193 0 8 2.54
194 16 19 5.58
195 2 1 2.19
196 10 0 2.02
197 8 10 4.49
198 6 4 5.05
199 7 9 3.97
0 0 7 19 88 6 7 7.88
1 0 7 19 141 12 7 5.55
2 0 7 19 40 4 11 3.54
3 0 7 19 173 12 16 2.67
4 0 7 19 194 16 19 4.42
5 0 7 19 46 17 19 5.2
6 0 7 19 123 1 6 3.26
7 0 7 19 101 2 18 1.69
8 0 7 19 108 2 3 1.7
9 0 7 19 152 2 0 6.81
10 0 7 19 104 14 19 2.29
11 1 11 5 191 1 18 3.11
12 1 11 5 159 8 9 6.51
13 1 11 5 110 4 3 1.8
14 1 11 5 183 15 14 5.81
15 1 11 5 119 11 17 0.01
16 2 15 8 107 7 11 5.78
17 2 15 8 98 17 1 5.83
18 2 15 8 79 9 14 1.21
19 2 15 8 45 1 15 7.58
20 2 15 8 39 5 2 5.13
21 2 15 8 74 12 11 3.95
22 2 15 8 68 14 2 3.61
23 2 15 8 106 7 16 8.75
24 2 15 8 161 1 5 3.96
25 2 15 8 196 10 0 1.52
26 2 15 8 63 2 16 2.15
27 2 15 8 64 18 9 4.47
28 2 15 8 93 0 4 7.53
29 2 15 8 5 4 2 3.55
30 2 15 8 33 17 18 4.67
31 4 18 19 138 10 19 6.42
32 4 18 19 158 10 13 1.85
33 4 18 19 66 5 1 5.78
34 4 18 19 143 15 3 6.34
35 5 4 2 30 19 12 7.1
36 5 4 2 124 14 3 1.02
37 5 4 2 89 17 14 2.73
38 5 4 2 77 15 12 3.6
