40 1200 47777
0 37 36 5.9
1 18 37 8.92
2 36 34 5.56
3 9 2 7.26
4 35 24 5.85
5 19 30 6.21
6 5 12 6.69
7 9 36 5.49
8 2 32 7.1
9 37 20 6.75
10 4 6 5.7
11 37 9 8.82
12 16 36 6.17
13 0 8 7.5
14 35 18 5.16
15 29 18 5.8
16 32 22 9.33
17 32 23 9.01
18 23 28 5.74
19 19 20 6.88
20 27 29 6.38
21 5 23 9.42
22 22 0 5.78
23 13 38 9.31
24 16 30 8.09
25 7 18 7.38
26 31 29 5.68
27 3 33 7.02
28 9 39 6.35
29 30 21 5.73
30 18 1 6.13
31 1 30 8.24
32 21 6 5.15
33 33 19 5.91
34 21 27 6.95
35 7 37 7.37
36 2 28 8.95
37 1 4 7.92
38 32 0 6.56
39 5 27 8.6
40 4 18 5.17
41 18 15 9.35
42 6 10 7.18
43 8 13 5.29
44 19 36 6.86
45 39 30 5.32
46 37 11 7.81
47 5 13 8.12
48 10 20 8.81
49 7 15 7.07
50 3 30 9.84
51 17 15 6.59
52 8 3 9.94
53 6 27 8.22
54 12 27 6.03
55 6 32 6.73
56 13 5 8.38
57 34 12 6.39
58 24 38 9.28
59 39 37 7.25
60 35 17 5.81
61 0 25 7.95
62 16 26 6.4
63 39 21 9.85
64 15 14 5.88
65 12 5 8.07
66 32 2 9.65
67 20 18 8.86
68 37 29 9.57
69 26 19 5.92
70 12 32 6.08
71 19 39 6.06
72 37 1 7.26
73 12 26 6.57
74 38 24 5.85
75 11 3 8.2
76 38 14 6.62
77 37 28 9.25
78 23 32 6.31
79 23 5 8.17
80 27 0 9.19
81 13 34 6.91
82 9 14 5.91
83 4 27 9.31
84 22 18 7.15
85 34 29 7.01
86 25 21 9.1
87 4 10 8.48
88 17 5 7.47
89 29 31 7.81
90 2 25 5.45
91 34 1 9.78
92 5 29 8.1
93 17 10 6.93
94 12 24 9.89
95 19 38 9.11
96 12 14 8.91
97 7 17 7.8
98 25 8 6.3
99 2 15 6.44
100 23 7 6.69
101 2 19 7.61
102 31 21 5.16
103 38 10 8.71
104 21 32 6.52
105 22 32 9.76
106 21 25 7.84
107 11 32 9.0
108 19 29 7.77
109 9 23 5.58
110 29 4 9.86
111 21 9 7.42
112 22 17 9.1
113 6 36 8.78
114 25 39 7.77
115 28 6 5.9
116 25 24 6.39
117 14 30 5.13
118 4 21 6.28
119 1 19 6.15
120 11 27 9.44
121 6 29 6.1
122 3 27 7.6
123 5 22 9.63
124 1 25 7.89
125 12 23 5.13
126 26 38 5.99
127 4 17 5.38
128 3 2 8.92
129 39 10 8.18
130 18 35 9.41
131 30 16 7.27
132 39 36 9.18
133 1 0 8.91
134 22 13 5.69
135 33 32 5.79
136 37 13 6.42
137 3 22 5.77
138 7 20 9.67
139 8 12 8.98
140 25 19 7.69
141 22 31 5.96
142 1 38 8.8
143 1 5 5.05
144 11 1 5.14
145 11 15 6.36
146 34 39 5.76
147 8 29 8.41
148 38 26 8.75
149 25 5 5.73
150 39 27 9.17
151 19 15 6.85
152 7 12 8.77
153 14 4 5.66
154 30 11 6.59
155 13 25 7.1
156 24 5 8.12
157 23 24 5.53
158 29 14 8.14
159 21 38 8.15
160 36 14 6.64
161 5 15 5.4
162 30 1 5.62
163 4 11 8.44
164 33 4 7.9
165 29 34 5.84
166 25 2 6.08
167 10 32 7.63
168 25 11 6.74
169 36 2 9.89
170 18 21 6.77
171 10 23 7.77
172 3 7 8.17
173 28 25 7.03
174 8 21 7.09
175 13 6 8.77
176 25 33 6.01
177 38 13 7.34
178 24 3 8.71
179 1 10 9.85
180 4 23 7.29
181 3 24 5.93
182 17 0 9.0
183 26 32 9.48
184 29 12 7.99
185 32 39 5.26
186 30 8 6.65
187 9 1 9.16
188 7 11 6.93
189 6 38 8.98
190 37 4 5.19
191 31 18 7.27
192 32 8 7.58
193 9 15 7.88
194 8 31 6.45
195 7 26 9.55
196 12 7 7.63
197 28 5 7.09
198 6 34 7.45
199 38 31 8.35
200 2 14 9.36
201 20 22 9.51
202 0 2 6.77
203 27 9 8.56
204 32 21 7.86
205 10 25 5.65
206 8 28 9.41
207 10 29 8.77
208 0 12 7.66
209 36 12 9.97
210 4 34 8.79
211 36 1 5.84
212 14 23 9.07
213 6 30 7.63
214 35 21 6.83
215 15 9 6.5
216 15 35 7.05
217 10 17 7.85
218 27 12 8.46
219 19 8 7.21
220 39 6 9.08
221 26 37 8.06
222 28 10 7.04
223 37 2 5.23
224 17 3 8.9
225 37 3 8.75
226 6 13 7.77
227 26 23 5.65
228 19 18 5.47
229 29 5 9.4
230 2 24 6.21
231 9 19 5.72
232 31 15 9.72
233 38 29 5.31
234 20 14 6.86
235 15 39 6.6
236 29 13 8.71
237 28 29 7.57
238 25 26 8.46
239 0 19 7.32
240 19 7 5.11
241 39 34 8.27
242 32 35 5.89
243 8 27 7.87
244 16 17 9.75
245 16 20 8.13
246 5 3 9.54
247 0 33 7.38
248 29 22 7.35
249 34 11 7.75
250 18 14 7.98
251 38 0 6.1
252 11 4 6.09
253 31 10 6.05
254 9 26 9.89
255 23 11 5.17
256 16 5 8.13
257 39 5 6.95
258 35 12 6.91
259 1 29 7.72
260 13 30 6.12
261 18 28 7.55
262 4 0 5.57
263 13 26 8.18
264 14 8 8.83
265 7 10 8.48
266 11 28 7.61
267 13 14 7.54
268 2 3 5.01
269 16 3 8.09
270 23 20 7.32
271 22 2 6.38
272 12 31 8.25
273 34 10 9.9
274 5 37 9.95
275 39 25 9.63
276 29 24 6.86
277 17 8 9.73
278 24 12 6.86
279 2 13 9.55
280 28 7 6.79
281 2 22 8.99
282 18 36 6.01
283 24 9 5.7
284 18 24 7.82
285 35 1 8.09
286 14 16 7.55
287 28 27 6.65
288 4 22 8.48
289 33 29 7.03
290 21 37 9.18
291 22 24 5.42
292 1 32 7.57
293 0 27 8.61
294 21 30 6.12
295 33 1 5.52
296 18 33 8.09
297 0 22 6.16
298 16 15 5.22
299 23 12 7.99
300 19 9 7.25
301 31 0 5.8
302 7 28 6.76
303 24 25 5.55
304 39 22 8.38
305 32 17 5.02
306 25 12 9.09
307 29 11 5.48
308 36 20 9.16
309 16 21 5.61
310 13 10 9.22
311 4 2 8.85
312 19 0 8.56
313 24 30 5.03
314 0 32 8.13
315 33 38 9.31
316 33 6 8.68
317 13 20 5.26
318 11 0 6.48
319 14 20 8.19
320 28 30 9.84
321 30 32 7.42
322 12 8 9.09
323 34 2 6.84
324 10 8 6.14
325 15 31 5.69
326 13 33 9.71
327 34 36 5.04
328 27 39 8.28
329 4 14 5.73
330 31 22 5.42
331 25 37 9.61
332 33 21 7.47
333 10 4 7.42
334 21 29 5.66
335 0 5 8.29
336 27 15 7.27
337 19 2 9.17
338 10 24 7.62
339 5 25 6.21
340 1 13 6.51
341 29 20 9.23
342 0 39 6.95
343 5 8 7.96
344 16 1 9.31
345 39 0 9.09
346 23 27 5.27
347 28 19 9.02
348 19 12 8.37
349 17 4 6.18
350 16 12 9.87
351 28 2 6.48
352 37 31 6.77
353 26 39 9.11
354 19 24 5.05
355 28 32 5.08
356 38 3 8.64
357 37 7 8.08
358 16 13 7.97
359 2 16 6.17
360 21 28 8.24
361 31 38 7.53
362 0 1 8.61
363 19 3 7.06
364 12 37 7.29
365 14 25 7.79
366 2 20 8.72
367 34 15 8.42
368 38 37 6.3
369 21 36 8.88
370 13 37 7.84
371 30 26 6.48
372 21 26 8.79
373 23 33 5.78
374 11 26 7.2
375 20 8 8.85
376 4 8 8.59
377 14 35 7.5
378 9 33 9.23
379 10 31 8.91
380 26 25 5.33
381 35 8 5.78
382 14 27 6.68
383 36 25 9.97
384 8 2 7.96
385 35 11 9.19
386 33 30 7.91
387 20 33 5.27
388 31 39 9.23
389 31 9 6.52
390 1 20 5.04
391 29 28 6.08
392 11 39 5.31
393 24 33 6.08
394 1 9 9.36
395 16 2 5.84
396 27 8 8.2
397 22 27 8.67
398 13 7 7.55
399 29 30 7.18
400 4 1 9.54
401 15 0 6.43
402 16 14 8.07
403 1 34 7.86
404 23 8 7.9
405 2 29 6.63
406 20 10 5.86
407 14 22 5.06
408 34 25 5.87
409 34 18 5.61
410 12 35 9.82
411 16 8 8.47
412 3 20 5.48
413 1 21 8.74
414 35 10 6.94
415 30 9 6.91
416 4 12 7.82
417 20 4 7.79
418 27 16 5.34
419 35 4 5.3
420 28 24 9.57
421 16 23 9.57
422 27 23 7.55
423 27 6 7.32
424 27 3 7.33
425 38 6 7.87
426 22 15 6.04
427 7 1 9.38
428 7 29 7.35
429 35 20 9.11
430 32 13 7.1
431 18 5 6.44
432 2 17 9.64
433 1 8 8.04
434 25 32 8.98
435 8 1 5.02
436 6 12 9.21
437 29 17 8.5
438 10 6 7.93
439 13 3 8.25
440 39 29 7.89
441 35 39 7.57
442 32 24 7.26
443 30 0 5.21
444 2 1 8.62
445 31 11 8.97
446 1 18 6.35
447 19 21 7.4
448 10 36 6.61
449 8 23 6.12
450 2 33 7.47
451 36 0 6.82
452 5 24 7.86
453 26 1 6.4
454 14 26 5.0
455 28 26 5.32
456 32 28 6.31
457 32 33 6.43
458 39 3 7.94
459 29 3 9.58
460 12 36 9.26
461 2 0 9.65
462 3 12 5.0
463 20 24 5.24
464 0 9 7.13
465 26 17 7.14
466 26 7 6.24
467 0 37 8.9
468 24 28 5.9
469 26 18 5.21
470 20 31 7.42
471 34 9 9.75
472 35 28 7.72
473 32 25 9.19
474 30 36 6.34
475 17 14 6.98
476 39 17 8.14
477 26 12 6.56
478 7 33 8.07
479 17 29 8.94
480 32 12 6.37
481 20 15 8.55
482 23 3 5.07
483 37 10 9.69
484 21 0 9.63
485 28 20 6.67
486 2 37 9.59
487 29 0 7.48
488 1 26 8.33
489 24 15 7.26
490 27 14 8.92
491 31 19 6.12
492 0 26 8.24
493 35 27 9.63
494 23 37 8.56
495 0 24 5.82
496 12 1 9.78
497 14 3 5.13
498 29 7 9.29
499 38 17 6.59
500 25 10 9.09
501 32 27 5.44
502 2 4 9.72
503 38 21 6.13
504 7 19 6.07
505 36 23 7.53
506 5 2 8.07
507 29 35 8.98
508 29 27 7.48
509 26 30 6.07
510 33 7 5.37
511 27 33 9.11
512 21 7 6.92
513 33 16 8.94
514 19 5 6.37
515 21 39 6.23
516 15 26 6.2
517 25 0 9.21
518 3 21 9.43
519 4 7 7.12
520 8 36 8.86
521 12 25 8.98
522 16 0 6.51
523 21 23 6.72
524 15 33 8.23
525 3 9 7.09
526 10 7 6.89
527 18 22 6.66
528 20 0 5.56
529 20 30 7.67
530 9 13 7.96
531 36 35 7.86
532 2 6 9.54
533 20 16 8.9
534 16 24 9.15
535 29 19 5.67
536 23 1 6.17
537 29 16 8.75
538 20 34 6.4
539 15 32 6.66
540 15 20 7.06
541 35 19 9.61
542 11 34 6.17
543 20 27 8.14
544 14 12 9.63
545 31 20 5.3
546 20 32 7.05
547 29 1 7.71
548 17 39 6.54
549 17 1 6.7
550 0 34 9.31
551 24 11 9.12
552 8 22 8.76
553 32 20 6.4
554 19 4 5.57
555 28 9 5.45
556 25 30 5.25
557 38 19 8.7
558 14 17 8.35
559 37 5 8.87
560 15 3 6.22
561 14 19 5.37
562 17 28 9.33
563 39 11 7.11
564 21 17 5.47
565 8 32 5.69
566 33 28 9.08
567 28 23 7.55
568 34 19 8.63
569 9 20 5.95
570 31 17 9.07
571 36 39 6.68
572 6 39 9.02
