20 300 55306
0 16 17 7.28
1 16 6 6.9
2 4 12 7.16
3 10 13 5.65
4 14 19 7.32
5 3 2 7.03
6 0 17 5.64
7 18 16 6.68
8 0 10 5.42
9 3 18 5.86
10 11 2 9.38
11 15 6 8.07
12 14 13 9.48
13 18 5 5.97
14 12 17 5.23
15 4 19 5.98
16 18 17 9.74
17 13 3 6.7
18 1 3 6.87
19 16 2 6.7
20 13 6 9.01
21 9 7 7.68
22 14 4 9.86
23 7 16 9.47
24 17 5 9.42
25 1 19 9.01
26 7 9 9.24
27 17 11 8.0
28 6 14 6.35
29 19 14 8.92
30 19 17 7.37
31 5 2 5.25
32 12 4 6.0
33 1 10 5.17
34 13 7 9.59
35 0 18 8.24
36 5 3 8.27
37 11 14 8.33
38 1 6 8.53
39 17 0 9.0
40 18 9 8.58
41 18 0 6.96
42 7 1 5.25
43 12 3 5.94
44 14 7 7.69
45 19 2 8.99
46 15 2 7.39
47 15 17 5.3
48 1 17 6.33
49 6 2 9.93
50 3 14 9.67
51 10 11 6.4
52 17 2 5.86
53 18 4 5.49
54 0 8 7.59
55 13 12 9.93
56 0 16 9.08
57 7 19 9.63
58 6 1 7.79
59 3 9 9.27
60 10 7 5.11
61 2 19 8.08
62 7 10 9.61
63 6 19 7.84
64 18 12 7.86
65 12 2 7.95
66 17 16 5.0
67 11 7 9.75
68 15 10 9.3
69 0 4 9.0
70 10 4 8.82
71 18 2 6.54
72 15 11 5.86
73 17 19 6.53
74 18 1 9.73
75 16 3 8.85
76 8 6 9.81
77 7 4 7.12
78 6 10 8.05
79 13 11 5.7
80 5 11 7.87
81 14 0 6.38
82 17 8 7.37
83 17 13 5.25
84 6 12 5.3
85 19 1 9.59
86 6 16 5.21
87 8 3 7.85
88 17 18 6.2
89 5 9 8.44
90 8 2 8.61
91 10 15 9.36
92 4 6 5.39
93 16 19 9.05
94 9 12 8.07
95 8 0 6.22
96 4 17 7.72
97 8 19 7.71
98 4 1 5.57
99 13 14 7.92
100 5 12 8.37
101 1 4 7.21
102 10 0 7.03
103 9 15 9.52
104 10 3 8.23
105 10 19 6.09
106 0 3 5.47
107 11 9 8.29
108 4 0 5.72
109 8 10 7.47
110 15 14 6.17
111 16 13 5.55
112 18 13 8.98
113 5 19 9.41
114 18 14 6.45
115 13 15 8.22
116 14 5 5.41
117 3 5 6.92
118 4 8 8.5
119 2 3 8.76
120 15 5 9.74
121 6 4 9.98
122 11 3 8.36
123 8 13 5.97
124 6 7 9.27
125 18 3 6.49
126 11 0 6.69
127 11 16 6.26
128 15 1 7.21
129 18 15 7.53
130 9 17 8.01
131 14 11 6.04
132 5 15 6.27
133 15 8 8.32
134 13 8 9.06
135 7 13 9.57
136 6 0 5.28
137 11 10 6.19
138 6 18 9.06
139 2 5 5.65
140 8 4 7.77
141 9 0 8.48
142 8 11 5.18
143 4 11 5.7
144 9 14 8.31
145 17 3 7.81
146 15 9 9.73
147 12 16 8.82
148 12 15 5.66
149 1 13 9.28
150 3 1 8.66
151 7 2 7.81
152 15 0 9.69
153 3 8 7.52
154 1 2 9.46
155 9 10 8.1
156 3 12 9.3
157 18 11 9.59
158 17 4 9.52
159 6 8 6.75
160 16 18 8.66
161 4 10 8.38
162 16 0 9.36
163 11 15 6.36
164 19 15 7.43
165 10 9 5.91
166 8 12 5.04
167 8 16 5.04
168 2 7 8.22
169 11 6 6.03
170 11 17 8.25
171 14 18 6.75
172 16 10 9.22
173 10 18 9.0
174 12 1 6.16
175 0 12 9.38
176 12 18 8.68
177 8 7 7.94
178 3 6 8.51
179 3 0 5.95
180 19 0 8.13
181 17 12 6.39
182 3 16 7.33
183 7 15 9.32
184 17 7 9.83
185 12 19 9.83
186 1 12 8.92
187 8 18 9.89
188 4 13 6.23
189 14 6 9.73
190 12 8 6.48
191 13 9 6.57
192 7 14 9.75
193 0 7 6.6
194 11 4 6.53
195 5 16 8.24
196 13 0 5.22
197 4 14 8.89
198 8 1 8.47
199 9 13 5.19
200 0 13 6.21
201 3 17 5.73
202 14 8 5.67
203 10 16 9.46
204 10 14 5.57
205 15 4 9.11
206 5 0 9.89
207 6 13 6.86
208 19 9 6.49
209 16 12 9.0
210 12 0 5.44
211 1 9 6.37
212 5 13 7.69
213 5 8 7.14
214 13 5 8.4
215 7 5 7.09
216 19 12 5.78
217 14 2 5.84
218 19 13 9.1
219 1 11 7.88
220 6 17 9.82
221 12 10 7.7
222 5 17 5.93
223 19 18 6.36
224 2 1 5.81
225 0 15 5.13
226 17 10 7.17
227 15 3 9.08
228 15 19 8.0
229 4 3 5.96
230 19 3 8.69
231 11 12 9.52
232 4 5 5.83
233 2 13 5.65
234 6 3 5.44
235 3 11 9.18
236 0 11 5.0
237 19 6 7.12
238 17 14 6.59
239 11 18 5.09
240 10 17 6.39
241 2 18 8.39
242 5 6 6.13
243 2 10 9.34
244 2 6 9.91
245 2 4 5.76
246 18 19 5.59
247 12 11 5.76
248 9 19 5.79
249 11 13 7.88
250 2 8 6.78
251 14 17 8.49
252 2 16 6.02
253 7 11 9.06
254 12 13 7.71
255 7 12 8.72
256 14 12 6.19
257 13 1 9.24
258 3 4 9.34
259 0 5 7.33
260 9 2 8.05
261 5 14 6.34
262 3 10 9.34
263 6 11 8.15
264 6 5 5.32
265 13 2 9.42
266 9 18 7.18
267 15 7 6.82
268 2 9 7.27
269 18 10 5.81
270 16 11 5.05
271 0 19 6.19
272 12 14 9.76
273 11 19 6.7
274 16 9 9.09
275 19 11 8.96
276 14 1 5.28
277 19 5 8.14
278 5 1 8.75
279 2 11 6.09
280 16 4 5.95
281 9 5 6.98
282 15 16 6.95
283 0 9 5.88
284 19 8 6.85
285 15 18 6.08
286 9 1 7.87
287 0 1 6.41
288 13 4 8.07
289 2 12 8.85
290 16 14 8.46
291 8 17 9.61
292 11 8 6.66
293 16 7 5.06
294 1 8 9.69
295 8 14 5.84
296 15 12 6.06
297 0 6 6.42
298 4 15 5.61
299 9 6 6.87
0 0 16 17 101 1 4 8.56
1 0 16 17 197 4 14 8.55
2 0 16 17 282 15 16 7.84
3 0 16 17 37 11 14 8.65
4 0 16 17 132 5 15 4.86
5 0 16 17 84 6 12 4.35
6 0 16 17 195 5 16 8.62
7 0 16 17 17 13 3 7.89
8 0 16 17 94 9 12 6.41
9 0 16 17 157 18 11 10.35
10 0 16 17 109 8 10 7.1
11 0 16 17 201 3 17 4.85
12 0 16 17 273 11 19 6.37
